TYPENAME,,1Material,,Material,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Concrete-0RawMaterial-Concrete (Coarse Aggregate)-0Color --> Aggregates --> Concrete-D6D7D8-Natural-0SrfTreatment-Standard,,1Material --> Aggregates --> Concrete,,1Material --> Aggregates --> Concrete-0RawMaterial-Concrete (Coarse Aggregate)-0Color --> Aggregates --> Concrete-D6D7D8-Natural-0SrfTreatment-Standard,1Material --> Aggregates --> Concrete,,0RawMaterial-Concrete (Coarse Aggregate),0Color --> Aggregates --> Concrete-D6D7D8-Natural,0SrfTreatment-Standard,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Concrete-0RawMaterial-Concrete (Fine Aggregate)-0Color --> Aggregates --> Concrete-D6D7D8-Natural-0SrfTreatment-Standard,,1Material --> Aggregates --> Concrete,,1Material --> Aggregates --> Concrete-0RawMaterial-Concrete (Fine Aggregate)-0Color --> Aggregates --> Concrete-D6D7D8-Natural-0SrfTreatment-Standard,1Material --> Aggregates --> Concrete,,0RawMaterial-Concrete (Fine Aggregate),0Color --> Aggregates --> Concrete-D6D7D8-Natural,0SrfTreatment-Standard,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Concrete-0RawMaterial-Concrete (Normal Aggregate)-0Color --> Aggregates --> Concrete-D6D7D8-Natural-0SrfTreatment-Standard,,1Material --> Aggregates --> Concrete,,1Material --> Aggregates --> Concrete-0RawMaterial-Concrete (Normal Aggregate)-0Color --> Aggregates --> Concrete-D6D7D8-Natural-0SrfTreatment-Standard,1Material --> Aggregates --> Concrete,,0RawMaterial-Concrete (Normal Aggregate),0Color --> Aggregates --> Concrete-D6D7D8-Natural,0SrfTreatment-Standard,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Decomposed Granite-0RawMaterial-Decomposed Granite-0Color --> Aggregates --> Decomposed Granite-FFFFFF-White-0SrfTreatment-Standard,,1Material --> Aggregates --> Decomposed Granite,,1Material --> Aggregates --> Decomposed Granite-0RawMaterial-Decomposed Granite-0Color --> Aggregates --> Decomposed Granite-FFFFFF-White-0SrfTreatment-Standard,1Material --> Aggregates --> Decomposed Granite,,0RawMaterial-Decomposed Granite,0Color --> Aggregates --> Decomposed Granite-FFFFFF-White,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Fiber-Cement-0RawMaterial-Fibre Cement-0Color --> Aggregates --> Decomposed Granite-CCCCCC-LightGray-0SrfTreatment-Standard,,1Material --> Aggregates --> Fiber-Cement,,1Material --> Aggregates --> Fiber-Cement-0RawMaterial-Fibre Cement-0Color --> Aggregates --> Decomposed Granite-CCCCCC-LightGray-0SrfTreatment-Standard,1Material --> Aggregates --> Fiber-Cement,,0RawMaterial-Fibre Cement,0Color --> Aggregates --> Decomposed Granite-CCCCCC-LightGray,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Gravel-0RawMaterial-Gravel-0Color --> Aggregates --> Gravel-FFFFFF-White-0SrfTreatment-Standard,,1Material --> Aggregates --> Gravel,,1Material --> Aggregates --> Gravel-0RawMaterial-Gravel-0Color --> Aggregates --> Gravel-FFFFFF-White-0SrfTreatment-Standard,1Material --> Aggregates --> Gravel,,0RawMaterial-Gravel,0Color --> Aggregates --> Gravel-FFFFFF-White,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Grout-0RawMaterial-Grout-0Color --> Aggregates --> Grout-EAECE7-White-0SrfTreatment-Standard,,1Material --> Aggregates --> Grout,,1Material --> Aggregates --> Grout-0RawMaterial-Grout-0Color --> Aggregates --> Grout-EAECE7-White-0SrfTreatment-Standard,1Material --> Aggregates --> Grout,,0RawMaterial-Grout,0Color --> Aggregates --> Grout-EAECE7-White,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Gypsum-0RawMaterial-Gypsum-0Color --> Aggregates --> Gypsum-D6D7D1-Natural-0SrfTreatment-Standard,,1Material --> Aggregates --> Gypsum,,1Material --> Aggregates --> Gypsum-0RawMaterial-Gypsum-0Color --> Aggregates --> Gypsum-D6D7D1-Natural-0SrfTreatment-Standard,1Material --> Aggregates --> Gypsum,,0RawMaterial-Gypsum,0Color --> Aggregates --> Gypsum-D6D7D1-Natural,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Gypsum-0RawMaterial-Gypsum (Moisture-Resistant)-0Color --> Aggregates --> Gypsum-D6D7D1-Natural-0SrfTreatment-Standard,,1Material --> Aggregates --> Gypsum,,1Material --> Aggregates --> Gypsum-0RawMaterial-Gypsum (Moisture-Resistant)-0Color --> Aggregates --> Gypsum-D6D7D1-Natural-0SrfTreatment-Standard,1Material --> Aggregates --> Gypsum,,0RawMaterial-Gypsum (Moisture-Resistant),0Color --> Aggregates --> Gypsum-D6D7D1-Natural,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Gypsum-0RawMaterial-Gypsum (Type X)-0Color --> Aggregates --> Gypsum-D6D7D1-Natural-0SrfTreatment-Standard,,1Material --> Aggregates --> Gypsum,,1Material --> Aggregates --> Gypsum-0RawMaterial-Gypsum (Type X)-0Color --> Aggregates --> Gypsum-D6D7D1-Natural-0SrfTreatment-Standard,1Material --> Aggregates --> Gypsum,,0RawMaterial-Gypsum (Type X),0Color --> Aggregates --> Gypsum-D6D7D1-Natural,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Mortar-0RawMaterial-Mortar-0Color --> Aggregates --> Mortar-C6C6C6-Natural-0SrfTreatment-Standard,,1Material --> Aggregates --> Mortar,,1Material --> Aggregates --> Mortar-0RawMaterial-Mortar-0Color --> Aggregates --> Mortar-C6C6C6-Natural-0SrfTreatment-Standard,1Material --> Aggregates --> Mortar,,0RawMaterial-Mortar,0Color --> Aggregates --> Mortar-C6C6C6-Natural,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Rammed Earth-0RawMaterial-Rammed Earth-0Color --> Abstract-FFFFFF-White-0SrfTreatment-Standard,,1Material --> Aggregates --> Rammed Earth,,1Material --> Aggregates --> Rammed Earth-0RawMaterial-Rammed Earth-0Color --> Abstract-FFFFFF-White-0SrfTreatment-Standard,1Material --> Aggregates --> Rammed Earth,,0RawMaterial-Rammed Earth,0Color --> Abstract-FFFFFF-White,0SrfTreatment-Standard,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Sand-0RawMaterial-Sand-0Color --> Abstract-FFFFFF-White-0SrfTreatment-Standard,,1Material --> Aggregates --> Sand,,1Material --> Aggregates --> Sand-0RawMaterial-Sand-0Color --> Abstract-FFFFFF-White-0SrfTreatment-Standard,1Material --> Aggregates --> Sand,,0RawMaterial-Sand,0Color --> Abstract-FFFFFF-White,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Terrazzo-0RawMaterial-Terrazzo (Beige)-0Color --> Abstract-FFFFFF-White-0SrfTreatment-Standard,,1Material --> Aggregates --> Terrazzo,,1Material --> Aggregates --> Terrazzo-0RawMaterial-Terrazzo (Beige)-0Color --> Abstract-FFFFFF-White-0SrfTreatment-Standard,1Material --> Aggregates --> Terrazzo,,0RawMaterial-Terrazzo (Beige),0Color --> Abstract-FFFFFF-White,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Aggregates --> Terrazzo-0RawMaterial-Terrazzo (Black)-0Color --> Abstract-FFFFFF-White-0SrfTreatment-Standard,,1Material --> Aggregates --> Terrazzo,,1Material --> Aggregates --> Terrazzo-0RawMaterial-Terrazzo (Black)-0Color --> Abstract-FFFFFF-White-0SrfTreatment-Standard,1Material --> Aggregates --> Terrazzo,,0RawMaterial-Terrazzo (Black),0Color --> Abstract-FFFFFF-White,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Low Profile)-0Color --> Fabric and Upholstery --> Carpet-E9EAE6-White-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Carpet,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Low Profile)-0Color --> Fabric and Upholstery --> Carpet-E9EAE6-White-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Carpet,,0RawMaterial-Carpet (Low Profile),0Color --> Fabric and Upholstery --> Carpet-E9EAE6-White,0SrfTreatment-Standard,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Low Profile)-0Color --> Fabric and Upholstery --> Carpet-D0C6BD-Cream1-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Carpet,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Low Profile)-0Color --> Fabric and Upholstery --> Carpet-D0C6BD-Cream1-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Carpet,,0RawMaterial-Carpet (Low Profile),0Color --> Fabric and Upholstery --> Carpet-D0C6BD-Cream1,0SrfTreatment-Standard,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Low Profile)-0Color --> Fabric and Upholstery --> Carpet-BF945F-Saddle-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Carpet,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Low Profile)-0Color --> Fabric and Upholstery --> Carpet-BF945F-Saddle-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Carpet,,0RawMaterial-Carpet (Low Profile),0Color --> Fabric and Upholstery --> Carpet-BF945F-Saddle,0SrfTreatment-Standard,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Low Profile)-0Color --> Fabric and Upholstery --> Carpet-A99978-Parchment-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Carpet,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Low Profile)-0Color --> Fabric and Upholstery --> Carpet-A99978-Parchment-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Carpet,,0RawMaterial-Carpet (Low Profile),0Color --> Fabric and Upholstery --> Carpet-A99978-Parchment,0SrfTreatment-Standard,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Low Profile)-0Color --> Fabric and Upholstery --> Carpet-88543F-Copper-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Carpet,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Low Profile)-0Color --> Fabric and Upholstery --> Carpet-88543F-Copper-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Carpet,,0RawMaterial-Carpet (Low Profile),0Color --> Fabric and Upholstery --> Carpet-88543F-Copper,0SrfTreatment-Standard,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Medium Profile)-0Color --> Fabric and Upholstery --> Carpet-E9EAE6-White-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Carpet,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Medium Profile)-0Color --> Fabric and Upholstery --> Carpet-E9EAE6-White-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Carpet,,0RawMaterial-Carpet (Medium Profile),0Color --> Fabric and Upholstery --> Carpet-E9EAE6-White,0SrfTreatment-Standard,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Medium Profile)-0Color --> Fabric and Upholstery --> Carpet-D0C6BD-Cream1-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Carpet,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Medium Profile)-0Color --> Fabric and Upholstery --> Carpet-D0C6BD-Cream1-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Carpet,,0RawMaterial-Carpet (Medium Profile),0Color --> Fabric and Upholstery --> Carpet-D0C6BD-Cream1,0SrfTreatment-Standard,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Medium Profile)-0Color --> Fabric and Upholstery --> Carpet-BF945F-Saddle-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Carpet,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Medium Profile)-0Color --> Fabric and Upholstery --> Carpet-BF945F-Saddle-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Carpet,,0RawMaterial-Carpet (Medium Profile),0Color --> Fabric and Upholstery --> Carpet-BF945F-Saddle,0SrfTreatment-Standard,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Medium Profile)-0Color --> Fabric and Upholstery --> Carpet-A99978-Parchment-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Carpet,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Medium Profile)-0Color --> Fabric and Upholstery --> Carpet-A99978-Parchment-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Carpet,,0RawMaterial-Carpet (Medium Profile),0Color --> Fabric and Upholstery --> Carpet-A99978-Parchment,0SrfTreatment-Standard,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Medium Profile)-0Color --> Fabric and Upholstery --> Carpet-88543F-Copper-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Carpet,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Medium Profile)-0Color --> Fabric and Upholstery --> Carpet-88543F-Copper-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Carpet,,0RawMaterial-Carpet (Medium Profile),0Color --> Fabric and Upholstery --> Carpet-88543F-Copper,0SrfTreatment-Standard,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Medium Profile)-0Color --> Fabric and Upholstery --> Carpet-464F3C-OliveGreen-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Carpet,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Medium Profile)-0Color --> Fabric and Upholstery --> Carpet-464F3C-OliveGreen-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Carpet,,0RawMaterial-Carpet (Medium Profile),0Color --> Fabric and Upholstery --> Carpet-464F3C-OliveGreen,0SrfTreatment-Standard,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Medium Profile)-0Color --> Fabric and Upholstery --> Carpet-7A878F-SilverBlue-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Carpet,,1Material --> Fabric and Upholstery --> Carpet-0RawMaterial-Carpet (Medium Profile)-0Color --> Fabric and Upholstery --> Carpet-7A878F-SilverBlue-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Carpet,,0RawMaterial-Carpet (Medium Profile),0Color --> Fabric and Upholstery --> Carpet-7A878F-SilverBlue,0SrfTreatment-Standard,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Cotton-0RawMaterial-Cotton-0Color --> Fabric and Upholstery --> Cotton-FFFFFF-Untinted-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Cotton,,1Material --> Fabric and Upholstery --> Cotton-0RawMaterial-Cotton-0Color --> Fabric and Upholstery --> Cotton-FFFFFF-Untinted-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Cotton,,0RawMaterial-Cotton,0Color --> Fabric and Upholstery --> Cotton-FFFFFF-Untinted,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Felt-0RawMaterial-Felt-0Color --> Fabric and Upholstery --> Felt-2B2C30-Black-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Felt,,1Material --> Fabric and Upholstery --> Felt-0RawMaterial-Felt-0Color --> Fabric and Upholstery --> Felt-2B2C30-Black-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Felt,,0RawMaterial-Felt,0Color --> Fabric and Upholstery --> Felt-2B2C30-Black,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Felt-0RawMaterial-Felt-0Color --> Fabric and Upholstery --> Felt-977953-Shakewood-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Felt,,1Material --> Fabric and Upholstery --> Felt-0RawMaterial-Felt-0Color --> Fabric and Upholstery --> Felt-977953-Shakewood-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Felt,,0RawMaterial-Felt,0Color --> Fabric and Upholstery --> Felt-977953-Shakewood,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Felt-0RawMaterial-Felt-0Color --> Fabric and Upholstery --> Felt-9E8C74-Tan-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Felt,,1Material --> Fabric and Upholstery --> Felt-0RawMaterial-Felt-0Color --> Fabric and Upholstery --> Felt-9E8C74-Tan-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Felt,,0RawMaterial-Felt,0Color --> Fabric and Upholstery --> Felt-9E8C74-Tan,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Felt-0RawMaterial-Felt-0Color --> Fabric and Upholstery --> Felt-564237-Brown-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Felt,,1Material --> Fabric and Upholstery --> Felt-0RawMaterial-Felt-0Color --> Fabric and Upholstery --> Felt-564237-Brown-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Felt,,0RawMaterial-Felt,0Color --> Fabric and Upholstery --> Felt-564237-Brown,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,1Material --> Fabric and Upholstery --> Felt-0RawMaterial-Felt-0Color --> Fabric and Upholstery --> Felt-44443C-WeatheredBrown-0SrfTreatment-Standard,,1Material --> Fabric and Upholstery --> Felt,,1Material --> Fabric and Upholstery --> Felt-0RawMaterial-Felt-0Color --> Fabric and Upholstery --> Felt-44443C-WeatheredBrown-0SrfTreatment-Standard,1Material --> Fabric and Upholstery --> Felt,,0RawMaterial-Felt,0Color --> Fabric and Upholstery --> Felt-44443C-WeatheredBrown,0SrfTreatment-Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
