TYPENAME,,0DimWDT,,Dimension,,,,,,,
,,Definition,,,,,,,,,
,,PropertyType,,PropertyName,,PropertyScope.Value,,,,,
PROPERTY,,STRING,,Name,,Dimension.Name,,,,,
PROPERTY,,DIMENSION,,Width,,Dimension.Width,,,,,
PROPERTY,,DIMENSION,,Depth,,Dimension.Depth,,,,,
PROPERTY,,DIMENSION,,Thickness,,Dimension.Thickness,,,,,
,,Presets,,,,,,,,,
TAGPATHS,DataType=ID,ID,DataType=TG_MyNode+CategoryPath,TG_MyNode+CategoryPath,DataType=Properties,Dimension.Name,Dimension.Width,Dimension.Depth,Dimension.Thickness,DataType=TG_Parent Node+CategoryPath,TG_ParentNode+CategoryPath
PRESET,,0DimWDT --> LAngle-6inW-6inD-1inT,,0DimWDT --> LAngle,,L6X6X1,6in,6in,1in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-6inD-0.875inT,,0DimWDT --> LAngle,,L6X6X7/8,6in,6in,0.875in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-6inD-0.75inT,,0DimWDT --> LAngle,,L6X6X3/4,6in,6in,0.75in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-6inD-0.625inT,,0DimWDT --> LAngle,,L6X6X5/8,6in,6in,0.625in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-6inD-0.563inT,,0DimWDT --> LAngle,,L6X6X9/16,6in,6in,0.563in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-6inD-0.5inT,,0DimWDT --> LAngle,,L6X6X1/2,6in,6in,0.5in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-6inD-0.438inT,,0DimWDT --> LAngle,,L6X6X7/16,6in,6in,0.438in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-6inD-0.375inT,,0DimWDT --> LAngle,,L6X6X3/8,6in,6in,0.375in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-6inD-0.313inT,,0DimWDT --> LAngle,,L6X6X5/16,6in,6in,0.313in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-4inD-0.875inT,,0DimWDT --> LAngle,,L6X4X7/8,6in,4in,0.875in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-4inD-0.75inT,,0DimWDT --> LAngle,,L6X4X3/4,6in,4in,0.75in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-4inD-0.625inT,,0DimWDT --> LAngle,,L6X4X5/8,6in,4in,0.625in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-4inD-0.563inT,,0DimWDT --> LAngle,,L6X4X9/16,6in,4in,0.563in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-4inD-0.5inT,,0DimWDT --> LAngle,,L6X4X1/2,6in,4in,0.5in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-4inD-0.438inT,,0DimWDT --> LAngle,,L6X4X7/16,6in,4in,0.438in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-4inD-0.375inT,,0DimWDT --> LAngle,,L6X4X3/8,6in,4in,0.375in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-4inD-0.313inT,,0DimWDT --> LAngle,,L6X4X5/16,6in,4in,0.313in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-3.5inD-0.5inT,,0DimWDT --> LAngle,,L6X3-1/2X1/2,6in,3.5in,0.5in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-3.5inD-0.375inT,,0DimWDT --> LAngle,,L6X3-1/2X3/8,6in,3.5in,0.375in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-6inW-3.5inD-0.313inT,,0DimWDT --> LAngle,,L6X3-1/2X5/16,6in,3.5in,0.313in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-5inD-0.875inT,,0DimWDT --> LAngle,,L5X5X7/8,5in,5in,0.875in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-5inD-0.75inT,,0DimWDT --> LAngle,,L5X5X3/4,5in,5in,0.75in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-5inD-0.625inT,,0DimWDT --> LAngle,,L5X5X5/8,5in,5in,0.625in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-5inD-0.5inT,,0DimWDT --> LAngle,,L5X5X1/2,5in,5in,0.5in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-5inD-0.438inT,,0DimWDT --> LAngle,,L5X5X7/16,5in,5in,0.438in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-5inD-0.375inT,,0DimWDT --> LAngle,,Cream 1,5in,5in,0.375in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-5inD-0.313inT,,0DimWDT --> LAngle,,L5X5X5/16,5in,5in,0.313in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-3.5inD-0.75inT,,0DimWDT --> LAngle,,L5X3-1/2X3/4,5in,3.5in,0.75in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-3.5inD-0.625inT,,0DimWDT --> LAngle,,L5X3-1/2X5/8,5in,3.5in,0.625in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-3.5inD-0.5inT,,0DimWDT --> LAngle,,L5X3-1/2X1/2,5in,3.5in,0.5in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-3.5inD-0.375inT,,0DimWDT --> LAngle,,L5X3-1/2X3/8,5in,3.5in,0.375in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-3.5inD-0.313inT,,0DimWDT --> LAngle,,L5X3-1/2X5/16,5in,3.5in,0.313in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-3.5inD-0.25inT,,0DimWDT --> LAngle,,L5X3-1/2X1/4,5in,3.5in,0.25in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-3inD-0.5inT,,0DimWDT --> LAngle,,L5X3X1/2,5in,3in,0.5in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-3inD-0.438inT,,0DimWDT --> LAngle,,L5X3X7/16,5in,3in,0.438in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-3inD-0.375inT,,0DimWDT --> LAngle,,L5X3X3/8,5in,3in,0.375in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-3inD-0.313inT,,0DimWDT --> LAngle,,L5X3X5/16,5in,3in,0.313in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-5inW-3inD-0.25inT,,0DimWDT --> LAngle,,L5X3X1/4,5in,3in,0.25in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-4inW-4inD-0.75inT,,0DimWDT --> LAngle,,L4X4X3/4,4in,4in,0.75in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-4inW-4inD-0.625inT,,0DimWDT --> LAngle,,L4X4X5/8,4in,4in,0.625in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-4inW-4inD-0.5inT,,0DimWDT --> LAngle,,L4X4X1/2,4in,4in,0.5in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-4inW-4inD-0.438inT,,0DimWDT --> LAngle,,L4X4X7/16,4in,4in,0.438in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-4inW-4inD-0.375inT,,0DimWDT --> LAngle,,L4X4X3/8,4in,4in,0.375in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-4inW-4inD-0.313inT,,0DimWDT --> LAngle,,L4X4X5/16,4in,4in,0.313in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-4inW-4inD-0.25inT,,0DimWDT --> LAngle,,L4X4X1/4,4in,4in,0.25in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-4inW-3.5inD-0.5inT,,0DimWDT --> LAngle,,L4X3-1/2X1/2,4in,3.5in,0.5in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-4inW-3.5inD-0.375inT,,0DimWDT --> LAngle,,L4X3-1/2X3/8,4in,3.5in,0.375in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-4inW-3.5inD-0.313inT,,0DimWDT --> LAngle,,L4X3-1/2X5/16,4in,3.5in,0.313in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-4inW-3.5inD-0.25inT,,0DimWDT --> LAngle,,L4X3-1/2X1/4,4in,3.5in,0.25in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-4inW-3inD-0.625inT,,0DimWDT --> LAngle,,L4X3X5/8,4in,3in,0.625in,,2ExtrudedProfile --> Beam/Column --> SteelL
PRESET,,0DimWDT --> LAngle-4inW-3inD-0.5inT,,0DimWDT --> LAngle,,L4X3X1/2,4in,3in,0.5in,,2ExtrudedProfile --> Beam/Column --> SteelL
