TAGPATHS,DataType=GUID,GUID,DataType=ID,ID,DataType=MyCategoryPath,TG_MyNode+CategoryPath,DataType=Properties,Part.Name,DataType=Mesh,Mesh,DataType=Material,AppliesToChannel,InnerMaterial,SurfaceMaterial,ColorTint,DataType=StartsInProject,x,DataType=InputPins,ChildMesh,ChildMaterial,DataType=MaterialChannels,AppliesToMaterialChannel,DataType=ParentCategoryPath,XXXXHardwareGroup_Cabinet_Door,XXXXHardwareGroup_Cabinet_Drawer,XXXXHardwareGroup_Door_Barn,XXXXHardwareGroup_Door_Folding,XXXXHardwareGroup_Door_Overhead,XXXXHardwareGroup_Door_Pivot,XXXXHardwareGroup_Door_Pocket,XXXXHardwareGroup_Door_Sliding,XXXXHardwareGroup_Door_Revolving,XXXXHardwareGroup_Door_Swing,XXXXHardwareGroup_RailingPanel_Glass,XXXXHardwareGroup_RailingPanel_Solid,XXXXHardwareGroup_Window_Awning,XXXXHardwareGroup_Window_Casement,XXXXHardwareGroup_Window_Double-Action,XXXXHardwareGroup_Window_Fixed,XXXXHardwareGroup_Window_Hopper,XXXXHardwareGroup_Window_Jalousie,Assembly_Rigged_Cabinet_Drawer,Assembly_Rigged_Cabinet_Overhead,Assembly_Rigged_Cabinet_Sliding,Assembly_Rigged_Cabinet_Swing,Assembly_Rigged_Door_Barn,Assembly_Rigged_Door_Folding,Assembly_Rigged_Door_Overhead,Assembly_Rigged_Door_Pivot,Assembly_Rigged_Door_Pocket,Assembly_Rigged_Door_Revolving,Assembly_Rigged_Door_Sliding,Assembly_Rigged_Door_Swing,Assembly_Rigged_FFESet,Assembly_Rigged_Window_Awning,Assembly_Rigged_Window_Casement,Assembly_Rigged_Window_Double-Action,Assembly_Rigged_Window_Fixed,Assembly_Rigged_Window_Hopper,Assembly_Rigged_Window_Hung,Assembly_Rigged_Window_Jalousie,Assembly_Rigged_Window_Sliding,Assembly_Rigged_HingeSet,Assembly_Rigged_Panel,Assembly_Rigged_CabinetFace,Assembly_Rigged_Door,Assembly_Rigged_Window,Assembly_Rigged_FFESet,
PRESET,,A24CACF4-F43E-E743-B203-C7301B8CE80F,,Part_HandleStatic-0Mesh-Cabinet-Handle-Pull-07.Cabinet-Handle-Pull-07'-Finish1-0RawMaterial-Aluminum---EE1F20,,Part_HandleStatic,,"Pull Handle 7, Aluminum, Patrician Bronze",,0Mesh-Cabinet-Handle-Pull-07.Cabinet-Handle-Pull-07',,Finish1,0RawMaterial-Aluminum,-,EE1F20,,,,0Mesh-Cabinet-Handle-Pull-07.Cabinet-Handle-Pull-07',1Material_Metal_Aluminum-0RawMaterial-Aluminum-0Color_Metal_Aluminum-331F20-PatricianBronze,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,
PRESET,,EBBA7136-B0AE-6346-A9BB-9FB908BEDE07,,Part_HandleStatic-0Mesh-Cabinet-Handle-Pull-08.Cabinet-Handle-Pull-08'-Finish1-0RawMaterial-Aluminum---EBECF0,,Part_HandleStatic,,"Pull Handle 8, Aluminum (Brushed), Light Gray",,0Mesh-Cabinet-Handle-Pull-08.Cabinet-Handle-Pull-08',,Finish1,0RawMaterial-Aluminum,-,EBECF0,,,,0Mesh-Cabinet-Handle-Pull-08.Cabinet-Handle-Pull-08',1Material_Metal_Aluminum-0RawMaterial-Aluminum (Brushed)-0Color_Metal_Aluminum-EBECF0-LightGray,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,
PRESET,,A9665DA0-4E8A-294A-A383-F0E12CE16A49,,Part_HandleStatic-0Mesh-Cabinet-Handle-Pull-08.Cabinet-Handle-Pull-08'-Finish1-0RawMaterial-Aluminum---331F20,,Part_HandleStatic,,"Pull Handle 8, Aluminum, Patrician Bronze",,0Mesh-Cabinet-Handle-Pull-08.Cabinet-Handle-Pull-08',,Finish1,0RawMaterial-Aluminum,-,331F20,,,,0Mesh-Cabinet-Handle-Pull-08.Cabinet-Handle-Pull-08',1Material_Metal_Aluminum-0RawMaterial-Aluminum-0Color_Metal_Aluminum-331F20-PatricianBronze,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,
PRESET,,B3047E25-3CBB-D040-BCF6-344EB469F1F2,,Part_HandleStatic-0Mesh-Cabinet-Handle-Pull-09.Cabinet-Handle-Pull-09'-Finish1-0RawMaterial-Aluminum---EBECF0,,Part_HandleStatic,,"Pull Handle 9, Aluminum (Brushed), Light Gray",,0Mesh-Cabinet-Handle-Pull-09.Cabinet-Handle-Pull-09',,Finish1,0RawMaterial-Aluminum,-,EBECF0,,,,0Mesh-Cabinet-Handle-Pull-09.Cabinet-Handle-Pull-09',1Material_Metal_Aluminum-0RawMaterial-Aluminum (Brushed)-0Color_Metal_Aluminum-EBECF0-LightGray,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,
PRESET,,D82D1C58-8B74-D646-B4BF-67EED631EE09,,Part_HandleStatic-0Mesh-Cabinet-Handle-Pull-09.Cabinet-Handle-Pull-09'-Finish1-0RawMaterial-Aluminum---331F20,,Part_HandleStatic,,"Pull Handle 9, Aluminum, Patrician Bronze",,0Mesh-Cabinet-Handle-Pull-09.Cabinet-Handle-Pull-09',,Finish1,0RawMaterial-Aluminum,-,331F20,,,,0Mesh-Cabinet-Handle-Pull-09.Cabinet-Handle-Pull-09',1Material_Metal_Aluminum-0RawMaterial-Aluminum-0Color_Metal_Aluminum-331F20-PatricianBronze,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,
PRESET,,BC93411F-0067-424D-B494-B3558A72B5C4,,Part_HandleStatic-0Mesh-Cabinet-Handle-Pull-10.Cabinet-Handle-Pull-10'-Finish1-0RawMaterial-Aluminum---EBECF0,,Part_HandleStatic,,"Pull Handle 10, Aluminum (Brushed), Light Gray",,0Mesh-Cabinet-Handle-Pull-10.Cabinet-Handle-Pull-10',,Finish1,0RawMaterial-Aluminum,-,EBECF0,,,,0Mesh-Cabinet-Handle-Pull-10.Cabinet-Handle-Pull-10',1Material_Metal_Aluminum-0RawMaterial-Aluminum (Brushed)-0Color_Metal_Aluminum-EBECF0-LightGray,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,
PRESET,,60D7A682-8F95-8146-9772-4EB3526E858C,,Part_HandleStatic-0Mesh-Cabinet-Handle-Pull-10.Cabinet-Handle-Pull-10'-Finish1-0RawMaterial-Aluminum---331F20,,Part_HandleStatic,,"Pull Handle 10, Aluminum, Patrician Bronze",,0Mesh-Cabinet-Handle-Pull-10.Cabinet-Handle-Pull-10',,Finish1,0RawMaterial-Aluminum,-,331F20,,,,0Mesh-Cabinet-Handle-Pull-10.Cabinet-Handle-Pull-10',1Material_Metal_Aluminum-0RawMaterial-Aluminum-0Color_Metal_Aluminum-331F20-PatricianBronze,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,
PRESET,,7172D565-9965-0B49-92A2-4F121CADE148,,Part_Panel-0Mesh-Cabinet-Panel-01.Cabinet-Panel-01'-Finish1-0RawMaterial-Walnut---FFFFFF,,Part_Panel,,"Slab Panel, Walnut, Natural",,0Mesh-Cabinet-Panel-01.Cabinet-Panel-01',,Finish1,0RawMaterial-Walnut,-,FFFFFF,,,,0Mesh-Cabinet-Panel-01.Cabinet-Panel-01',1Material_Wood_Walnut-0RawMaterial-Walnut-0Color_Wood_Walnut-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,
PRESET,,93F1D5FB-BD15-E448-8371-76216ECEBFF9,,Part_Panel-0Mesh-Cabinet-Panel-02.Cabinet-Panel-02'-Finish1-0RawMaterial-Walnut---FFFFFF,,Part_Panel,,"Shaker Panel, Walnut, Natural",,0Mesh-Cabinet-Panel-02.Cabinet-Panel-02',,Finish1,0RawMaterial-Walnut,-,FFFFFF,,,,0Mesh-Cabinet-Panel-02.Cabinet-Panel-02',1Material_Wood_Walnut-0RawMaterial-Walnut-0Color_Wood_Walnut-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,
PRESET,,31FE5001-2F72-8A42-A06D-FA6B76625BD1,,Part_Panel-0Mesh-Cabinet-Panel-03.Cabinet-Panel-03'-Finish1-0RawMaterial-Plywood-0RawMaterial-Paint-ABABAB,,Part_Panel,,"Slab Panel, Raised Edges, Paint, Dark Grey",,0Mesh-Cabinet-Panel-03.Cabinet-Panel-03',,Finish1,0RawMaterial-Plywood,0RawMaterial-Paint,ABABAB,,,,0Mesh-Cabinet-Panel-03.Cabinet-Panel-03',1Material_Spread_Paint-0RawMaterial-Paint-0Color_Spread_Paint-ABABAB-DarkGrey,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,
PRESET,,8F5A8FF3-9470-AB45-853C-85F14745D429,,Part_Panel-0Mesh-Cabinet-Panel-03.Cabinet-Panel-03'-Finish1-0RawMaterial-Walnut---FFFFFF,,Part_Panel,,"Slab Panel, Raised Edges, Walnut, Natural",,0Mesh-Cabinet-Panel-03.Cabinet-Panel-03',,Finish1,0RawMaterial-Walnut,-,FFFFFF,,,,0Mesh-Cabinet-Panel-03.Cabinet-Panel-03',1Material_Wood_Walnut-0RawMaterial-Walnut-0Color_Wood_Walnut-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,
PRESET,,9E7DFD1B-0D12-DA44-8C16-D754DBFC8EFB,,Part_Panel-0Mesh-Cabinet-Panel-04.Cabinet-Panel-04'-Finish1-0RawMaterial-Plywood-0RawMaterial-Paint-F3F1ED,,Part_Panel,,"Raised Panel, Paint, Gentle White",,0Mesh-Cabinet-Panel-04.Cabinet-Panel-04',,Finish1,0RawMaterial-Plywood,0RawMaterial-Paint,F3F1ED,,,,0Mesh-Cabinet-Panel-04.Cabinet-Panel-04',1Material_Spread_Paint-0RawMaterial-Paint-0Color_Spread_Paint-F3F1ED-GentleWhite,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,
PRESET,,6D95D0CB-2867-3F4A-B7A4-8257A004B311,,Part_Panel-0Mesh-Cabinet-Panel-05.Cabinet-Panel-05'-Finish1-0RawMaterial-Walnut---FFFFFF-Finish2-0RawMaterial-Glass---829CA9,,Part_Panel,,"Glass Panel, Walnut, Natural",,0Mesh-Cabinet-Panel-05.Cabinet-Panel-05',,Finish1,0RawMaterial-Walnut,-,FFFFFF,,,,0Mesh-Cabinet-Panel-05.Cabinet-Panel-05',1Material_Wood_Walnut-0RawMaterial-Walnut-0Color_Wood_Walnut-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,X,,,,
PRESET,,,,,,,,,,,,Finish2,0RawMaterial-Glass,-,829CA9,,,,,1Material_Glass and Transparent_Glass-0RawMaterial-Glass-0Color_Glass and Transparent_Glass-829CA9-BayBlue,,Finish2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,,5EB13BE5-C5C2-6C44-9699-DF75493D05DC,,Part_Panel-0Mesh-Cabinet-Panel-06.Cabinet-Panel-06'-Finish1-0RawMaterial-Plywood---FFFFFF,,Part_Panel,,"Arched Panel, Oak (White), Natural",,0Mesh-Cabinet-Panel-06.Cabinet-Panel-06',,Finish1,0RawMaterial-Plywood,-,FFFFFF,,,,0Mesh-Cabinet-Panel-06.Cabinet-Panel-06',1Material_Wood_Oak - White-0RawMaterial-Oak (White)-0Color_Wood_Oak - White-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,
PRESET,,B861842F-4EB8-664B-8574-D54A75E660EE,,Part_Panel-0Mesh-Cabinet-Panel-07.Cabinet-Panel-07'-Finish1-0RawMaterial-Plywood---FFFFFF,,Part_Panel,,"Louvered Panel, Oak (White), Natural",,0Mesh-Cabinet-Panel-07.Cabinet-Panel-07',,Finish1,0RawMaterial-Plywood,-,FFFFFF,,,,0Mesh-Cabinet-Panel-07.Cabinet-Panel-07',1Material_Wood_Oak - White-0RawMaterial-Oak (White)-0Color_Wood_Oak - White-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,
PRESET,,C698F1B7-A83F-1A4F-863F-96BDA6BD30CD,,Part_Caster-0Mesh-Door-Caster-Barn-01.Door-Caster-Barn-01'-Finish1-0RawMaterial-Aluminum---FFFFFF,,Part_Caster,,"Barn Door Caster 1, Aluminum, Pure White",,0Mesh-Door-Caster-Barn-01.Door-Caster-Barn-01',,Finish1,0RawMaterial-Aluminum,-,FFFFFF,,,,0Mesh-Door-Caster-Barn-01.Door-Caster-Barn-01',1Material_Metal_Aluminum-0RawMaterial-Aluminum-0Color_Metal_Aluminum-FFFFFF-PureWhite,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,
PRESET,,E7DD9D49-A04F-8A44-921F-C570AC421B3E,,Part_Caster-0Mesh-Door-Caster-Barn-01.Door-Caster-Barn-01'-Finish1-0RawMaterial-Aluminum---331F20,,Part_Caster,,"Barn Door Caster 1, Aluminum, Patrician Bronze",,0Mesh-Door-Caster-Barn-01.Door-Caster-Barn-01',,Finish1,0RawMaterial-Aluminum,-,331F20,,,,0Mesh-Door-Caster-Barn-01.Door-Caster-Barn-01',1Material_Metal_Aluminum-0RawMaterial-Aluminum-0Color_Metal_Aluminum-331F20-PatricianBronze,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,
PRESET,,47F7C811-B22E-7640-AB68-C5F2E3304316,,Part_Caster-0Mesh-Door-Caster-Barn-02.Door-Caster-Barn-02'-Finish1-0RawMaterial-Aluminum---FFFFFF,,Part_Caster,,"Barn Door Caster 2, Aluminum, Pure White",,0Mesh-Door-Caster-Barn-02.Door-Caster-Barn-02',,Finish1,0RawMaterial-Aluminum,-,FFFFFF,,,,0Mesh-Door-Caster-Barn-02.Door-Caster-Barn-02',1Material_Metal_Aluminum-0RawMaterial-Aluminum-0Color_Metal_Aluminum-FFFFFF-PureWhite,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,X,,,,,
PRESET,,73971F33-1747-0244-B3F1-8F26AAD8C446,,Part_Frame-0Mesh-Door-Frame-Pocket-Single-01.Door-Frame-Pocket-Single-01'-Finish1-0RawMaterial-Spruce-Pine-Fir---FFFFFF,,Part_Frame,,"Single Pocket Door Frame, Walnut, Natural",,0Mesh-Door-Frame-Pocket-Single-01.Door-Frame-Pocket-Single-01',,Finish1,0RawMaterial-Spruce-Pine-Fir,-,FFFFFF,,,,0Mesh-Door-Frame-Pocket-Single-01.Door-Frame-Pocket-Single-01',1Material_Wood_Walnut-0RawMaterial-Walnut-0Color_Wood_Walnut-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,
PRESET,,814EBB82-9321-014E-8E54-4F4C006E573B,,Part_Frame-0Mesh-Door-Frame-Pocket-Single-01.Door-Frame-Pocket-Single-01'-Finish1-0RawMaterial-Spruce-Pine-Fir---FFFFFF,,Part_Frame,,"Single Pocket Door Frame, Ash, Natural",,0Mesh-Door-Frame-Pocket-Single-01.Door-Frame-Pocket-Single-01',,Finish1,0RawMaterial-Spruce-Pine-Fir,-,FFFFFF,,,,0Mesh-Door-Frame-Pocket-Single-01.Door-Frame-Pocket-Single-01',1Material_Wood_Ash-0RawMaterial-Ash-0Color_Wood_Ash-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,
PRESET,,4C012FBF-CC2D-604B-96E7-AA2C4C4E7E92,,Part_Frame-0Mesh-Door-Frame-Pocket-Single-01.Door-Frame-Pocket-Single-01'-Finish1-0RawMaterial-Spruce-Pine-Fir-0RawMaterial-Paint-F3F1ED,,Part_Frame,,"Single Pocket Door Frame, Paint, Gentle White",,0Mesh-Door-Frame-Pocket-Single-01.Door-Frame-Pocket-Single-01',,Finish1,0RawMaterial-Spruce-Pine-Fir,0RawMaterial-Paint,F3F1ED,,,,0Mesh-Door-Frame-Pocket-Single-01.Door-Frame-Pocket-Single-01',1Material_Spread_Paint-0RawMaterial-Paint-0Color_Spread_Paint-F3F1ED-GentleWhite,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,
PRESET,,A5347A59-1D17-D043-B5AC-FA118CDB7782,,Part_Frame-0Mesh-Door-Frame-Pocket-Double-01.Door-Frame-Pocket-Double-01'-Finish1-0RawMaterial-Spruce-Pine-Fir---FFFFFF,,Part_Frame,,"Double Pocket Door Frame, Walnut, Natural",,0Mesh-Door-Frame-Pocket-Double-01.Door-Frame-Pocket-Double-01',,Finish1,0RawMaterial-Spruce-Pine-Fir,-,FFFFFF,,,,0Mesh-Door-Frame-Pocket-Double-01.Door-Frame-Pocket-Double-01',1Material_Wood_Walnut-0RawMaterial-Walnut-0Color_Wood_Walnut-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,
PRESET,,04ECDB1D-A64C-D241-9CC4-9CBD3FA4C24A,,Part_Frame-0Mesh-Door-Frame-Pocket-Double-01.Door-Frame-Pocket-Double-01'-Finish1-0RawMaterial-Spruce-Pine-Fir---FFFFFF,,Part_Frame,,"Double Pocket Door Frame, Ash, Natural",,0Mesh-Door-Frame-Pocket-Double-01.Door-Frame-Pocket-Double-01',,Finish1,0RawMaterial-Spruce-Pine-Fir,-,FFFFFF,,,,0Mesh-Door-Frame-Pocket-Double-01.Door-Frame-Pocket-Double-01',1Material_Wood_Ash-0RawMaterial-Ash-0Color_Wood_Ash-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,
PRESET,,9790418E-C910-9648-A50F-A06953E7AA79,,Part_Frame-0Mesh-Door-Frame-Pocket-Double-01.Door-Frame-Pocket-Double-01'-Finish1-0RawMaterial-Spruce-Pine-Fir-0RawMaterial-Paint-F3F1ED,,Part_Frame,,"Double Pocket Door Frame, Paint, Gentle White",,0Mesh-Door-Frame-Pocket-Double-01.Door-Frame-Pocket-Double-01',,Finish1,0RawMaterial-Spruce-Pine-Fir,0RawMaterial-Paint,F3F1ED,,,,0Mesh-Door-Frame-Pocket-Double-01.Door-Frame-Pocket-Double-01',1Material_Spread_Paint-0RawMaterial-Paint-0Color_Spread_Paint-F3F1ED-GentleWhite,,Finish1,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,X,,,
PRESET,,51C89FBE-2FBD-9C47-A351-58BE841EA00F,,Part_Frame-0Mesh-Door-Frame-Sliding-TwoTrack-01.Door-Frame-Sliding-TwoTrack-01'-Finish1-0RawMaterial-Aluminum---FFFFFF,,Part_Frame,,"Two Track Sliding Door Frame, Aluminum, Pure White",,0Mesh-Door-Frame-Sliding-TwoTrack-01.Door-Frame-Sliding-TwoTrack-01',,Finish1,0RawMaterial-Aluminum,-,FFFFFF,,,,0Mesh-Door-Frame-Sliding-TwoTrack-01.Door-Frame-Sliding-TwoTrack-01',1Material_Metal_Aluminum-0RawMaterial-Aluminum-0Color_Metal_Aluminum-FFFFFF-PureWhite,,Finish1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,
PRESET,,6D9466FC-B2DE-BC45-AB8A-7E9810DFD252,,Part_Frame-0Mesh-Door-Frame-Sliding-TwoTrack-01.Door-Frame-Sliding-TwoTrack-01'-Finish1-0RawMaterial-Aluminum---331F20,,Part_Frame,,"Two Track Sliding Door Frame, Aluminum, Patrician Bronze",,0Mesh-Door-Frame-Sliding-TwoTrack-01.Door-Frame-Sliding-TwoTrack-01',,Finish1,0RawMaterial-Aluminum,-,331F20,,,,0Mesh-Door-Frame-Sliding-TwoTrack-01.Door-Frame-Sliding-TwoTrack-01',1Material_Metal_Aluminum-0RawMaterial-Aluminum-0Color_Metal_Aluminum-331F20-PatricianBronze,,Finish1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,X,,,
PRESET,,72A38992-AAF5-304F-B88C-4FAA47DB2260,,Part_Frame-0Mesh-Door-Frame-CasedOpening-01.Door-Frame-CasedOpening-01'-Finish1-0RawMaterial-Spruce-Pine-Fir---FFFFFF,,Part_Frame,,"Cased Opening Wood Frame, Walnut, Natural",,0Mesh-Door-Frame-CasedOpening-01.Door-Frame-CasedOpening-01',,Finish1,0RawMaterial-Spruce-Pine-Fir,-,FFFFFF,,,,0Mesh-Door-Frame-CasedOpening-01.Door-Frame-CasedOpening-01',1Material_Wood_Walnut-0RawMaterial-Walnut-0Color_Wood_Walnut-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,X,,,,,,,,,,,,,X,,,
PRESET,,3DC80373-E284-DF47-8EF0-72550CA81B85,,Part_Frame-0Mesh-Door-Frame-CasedOpening-01.Door-Frame-CasedOpening-01'-Finish1-0RawMaterial-Spruce-Pine-Fir---FFFFFF,,Part_Frame,,"Cased Opening Wood Frame, Ash, Natural",,0Mesh-Door-Frame-CasedOpening-01.Door-Frame-CasedOpening-01',,Finish1,0RawMaterial-Spruce-Pine-Fir,-,FFFFFF,,,,0Mesh-Door-Frame-CasedOpening-01.Door-Frame-CasedOpening-01',1Material_Wood_Ash-0RawMaterial-Ash-0Color_Wood_Ash-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,X,,,,,,,,,,,,,X,,,
PRESET,,AF851F6B-9ED0-2A4D-B11F-4A49A190DCC9,,Part_Frame-0Mesh-Door-Frame-CasedOpening-01.Door-Frame-CasedOpening-01'-Finish1-0RawMaterial-Spruce-Pine-Fir-0RawMaterial-Paint-FEF1ED,,Part_Frame,,"Cased Opening Wood Frame, Paint, Gentle White",,0Mesh-Door-Frame-CasedOpening-01.Door-Frame-CasedOpening-01',,Finish1,0RawMaterial-Spruce-Pine-Fir,0RawMaterial-Paint,FEF1ED,,,,0Mesh-Door-Frame-CasedOpening-01.Door-Frame-CasedOpening-01',1Material_Spread_Paint-0RawMaterial-Paint-0Color_Spread_Paint-F3F1ED-GentleWhite,,Finish1,,,,,,,,,,,,,,,,,,,,,,,,X,X,,,,,,X,,,,,,,,,,,,,X,,,
PRESET,,D9C10089-9A0D-BA40-A82C-6BADE7ED9D8F,,Part_Frame-0Mesh-Door-Frame-Swing-Interior-DoubleRabbetWood.Door-Frame-Swing-Interior-DoubleRabbetWood'-Finish1-0RawMaterial-Spruce-Pine-Fir---FFFFFF,,Part_Frame,,"Double-Rabbet Wood Frame, Walnut, Natural",,0Mesh-Door-Frame-Swing-Interior-DoubleRabbetWood.Door-Frame-Swing-Interior-DoubleRabbetWood',,Finish1,0RawMaterial-Spruce-Pine-Fir,-,FFFFFF,,,,0Mesh-Door-Frame-Swing-Interior-DoubleRabbetWood.Door-Frame-Swing-Interior-DoubleRabbetWood',1Material_Wood_Walnut-0RawMaterial-Walnut-0Color_Wood_Walnut-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
PRESET,,7B297759-B113-7042-BB12-8031A3253618,,Part_Frame-0Mesh-Door-Frame-Swing-Interior-DoubleRabbetWood.Door-Frame-Swing-Interior-DoubleRabbetWood'-Finish1-0RawMaterial-Spruce-Pine-Fir-0RawMaterial-Paint-1C2F68,,Part_Frame,,"Double-Rabbet Wood Frame, Paint, Royal Blue",,0Mesh-Door-Frame-Swing-Interior-DoubleRabbetWood.Door-Frame-Swing-Interior-DoubleRabbetWood',,Finish1,0RawMaterial-Spruce-Pine-Fir,0RawMaterial-Paint,1C2F68,,,,0Mesh-Door-Frame-Swing-Interior-DoubleRabbetWood.Door-Frame-Swing-Interior-DoubleRabbetWood',1Material_Spread_Paint-0RawMaterial-Paint-0Color_Spread_Paint-1C2F68-RoyalBlue,,Finish1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
PRESET,,81D7337D-2906-8143-A4F6-18FC1EACFD2E,,Part_Frame-0Mesh-Door-Frame-Swing-Interior-DoubleRabbetWood.Door-Frame-Swing-Interior-DoubleRabbetWood'-Finish1-0RawMaterial-Spruce-Pine-Fir---FFFFFF,,Part_Frame,,"Double-Rabbet Wood Frame, Ash, Natural",,0Mesh-Door-Frame-Swing-Interior-DoubleRabbetWood.Door-Frame-Swing-Interior-DoubleRabbetWood',,Finish1,0RawMaterial-Spruce-Pine-Fir,-,FFFFFF,,,,0Mesh-Door-Frame-Swing-Interior-DoubleRabbetWood.Door-Frame-Swing-Interior-DoubleRabbetWood',1Material_Wood_Ash-0RawMaterial-Ash-0Color_Wood_Ash-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
PRESET,,69C730A1-E4AB-4F42-A653-13262C442C5A,,Part_Frame-0Mesh-Door-Frame-Swing-Interior-DoubleRabbetWood.Door-Frame-Swing-Interior-DoubleRabbetWood'-Finish1-0RawMaterial-Spruce-Pine-Fir-0RawMaterial-Paint-FEF1ED,,Part_Frame,,"Double-Rabbet Wood Frame, Paint, Gentle White",,0Mesh-Door-Frame-Swing-Interior-DoubleRabbetWood.Door-Frame-Swing-Interior-DoubleRabbetWood',,Finish1,0RawMaterial-Spruce-Pine-Fir,0RawMaterial-Paint,FEF1ED,,,,0Mesh-Door-Frame-Swing-Interior-DoubleRabbetWood.Door-Frame-Swing-Interior-DoubleRabbetWood',1Material_Spread_Paint-0RawMaterial-Paint-0Color_Spread_Paint-F3F1ED-GentleWhite,,Finish1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
PRESET,,8C011AAB-64DE-4A4A-9593-5EC38F4F3220,,Part_Frame-0Mesh-Door-Frame-Swing-Interior-SingleRabbetWood.Door-Frame-Swing-Interior-SingleRabbetWood'-Finish1-0RawMaterial-Spruce-Pine-Fir---FFFFFF,,Part_Frame,,"Single-Rabbet Wood Frame, Walnut, Natural",,0Mesh-Door-Frame-Swing-Interior-SingleRabbetWood.Door-Frame-Swing-Interior-SingleRabbetWood',,Finish1,0RawMaterial-Spruce-Pine-Fir,-,FFFFFF,,,,0Mesh-Door-Frame-Swing-Interior-SingleRabbetWood.Door-Frame-Swing-Interior-SingleRabbetWood',1Material_Wood_Walnut-0RawMaterial-Walnut-0Color_Wood_Walnut-FFFFFF-Natural,,Finish1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,
