TYPENAME,3HardwareGroup,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,PassageDoubleSlidingDoor,,,,Passage Double Sliding Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,PrivacyDoubleSlidingDoor,,,,Privacy Double Sliding Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,KeyedDoubleSlidingDoor,,,,Keyed Double Sliding Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,PassageFoldingDoor,,,,Passage Folding Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,PrivacyFoldingDoor,,,,Privacy Folding Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,KeyedFoldingDoor,,,,Keyed Folding Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,PassageDoubleFoldingDoor,,,,Passage Double Folding Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,PrivacyDoubleFoldingDoor,,,,Privacy Double Folding Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,KeyedDoubleFoldingDoor,,,,Keyed Double Folding Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,PassagePocketDoor,,,,Passage Pocket Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,PrivacyPocketDoor,,,,Privacy Pocket Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,KeyedPocketDoor,,,,Keyed Pocket Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,PassageDoublePocketDoor,,,,Passage Double Pocket Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,PrivacyDoublePocketDoor,,,,Privacy Double Pocket Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,KeyedDoublePocketDoor,,,,Keyed Double Pocket Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,PassageBarnDoor,,,,Passage Barn Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,PrivacyBarnDoor,,,,Privacy Barn Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,KeyedBarnDoor,,,,Keyed Barn Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,PassageDoubleBarnDoor,,,,Passage Double Barn Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,PrivacyDoubleBarnDoor,,,,Privacy Double Barn Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRESET,KeyedDoubleBarnDoor,,,,Keyed Double Barn Door,,,"ModernKnobHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,
PRESET,,,,,,,,"TraditionalPullHandleSet-1Material-->Metal-->Steel
0RawMaterial
Steel
0Color-->Metal-->Aluminum
FFFFFF-PureWhite
0SrfTreatment
Standard",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
