TYPENAME,,1SlotConfig,,SlotConfig,,,,,,,,,,,,
PRESET,,,,,,,,0Slot-AssemblyPanelSwing1of1,,,,,,,,
PRESET,,"1SlotConfig --> Frame
0Slot-Frame
0Slot-AssemblyHingeSetLeft
0Slot-AssemblyHingeSetRight
0Slot-AssemblyPanelSwingLeft
0Slot-AssemblyPanelSwingRight",,1SlotConfig --> Frame,,Swing / Inset / Casement (Double),,0Slot-Frame,,,,X,X,X,,
PRESET,,,,,,,,0Slot-AssemblyHingeSetLeft,,,,,,,,
PRESET,,,,,,,,0Slot-AssemblyHingeSetRight,,,,,,,,
PRESET,,,,,,,,0Slot-AssemblyPanelSwingLeft,,,,,,,,
PRESET,,,,,,,,0Slot-AssemblyPanelSwingRight,,,,,,,,
PRESET,,"1SlotConfig --> Frame
0Slot-Frame
AssemblyHingeSetLeft
0Slot-AssemblyPanelOverlay1of1",,1SlotConfig --> Frame,,Overlay (Single),,0Slot-Frame,,,,X,,,,
PRESET,,,,,,,,AssemblyHingeSetLeft,,,,,,,,
PRESET,,,,,,,,0Slot-AssemblyPanelOverlay1of1,,,,,,,,
PRESET,,"1SlotConfig --> Frame
0Slot-Frame
0Slot-AssemblyHingeSetLeft
0Slot-AssemblyHingeSetRight
0Slot-AssemblyPanelOverlayLeft
0Slot-AssemblyPanelOverlayRight",,1SlotConfig --> Frame,,Overlay (Two Horizontal),,0Slot-Frame,,,,X,,,,
PRESET,,,,,,,,0Slot-AssemblyHingeSetLeft,,,,,,,,
PRESET,,,,,,,,0Slot-AssemblyHingeSetRight,,,,,,,,
PRESET,,,,,,,,0Slot-AssemblyPanelOverlayLeft,,,,,,,,
PRESET,,,,,,,,0Slot-AssemblyPanelOverlayRight,,,,,,,,
PRESET,,"1SlotConfig --> Frame
0Slot-Frame
0Slot-AssemblyPanelOverlay2Vertical-1
0Slot-AssemblyPanelOverlay2Vertical-2",,1SlotConfig --> Frame,,Overlay (Two Vertical),,0Slot-Frame,,,,X,,,,
PRESET,,,,,,,,0Slot-AssemblyPanelOverlay2Vertical-1,,,,,,,,
PRESET,,,,,,,,0Slot-AssemblyPanelOverlay2Vertical-2,,,,,,,,
PRESET,,"1SlotConfig --> Frame
0Slot-Frame
0Slot-AssemblyPanelOverlay3Vertical-1
0Slot-AssemblyPanelOverlay3Vertical-2
0Slot-AssemblyPanelOverlay3Vertical-3",,1SlotConfig --> Frame,,Overlay (Three Vertical),,0Slot-Frame,,,,X,,,,
PRESET,,,,,,,,0Slot-AssemblyPanelOverlay3Vertical-1,,,,,,,,
PRESET,,,,,,,,0Slot-AssemblyPanelOverlay3Vertical-2,,,,,,,,
PRESET,,,,,,,,0Slot-AssemblyPanelOverlay3Vertical-3,,,,,,,,
PRESET,,"1SlotConfig --> FFESet
0Slot-TableInTableAndChairs
0Slot-ChairAtTable1+1+1+1-1
0Slot-ChairAtTable1+1+1+1-2
0Slot-ChairAtTable1+1+1+1-3
0Slot-ChairAtTable1+1+1+1-4",,1SlotConfig --> FFESet,,4 Chairs (1 + 1 + 1 + 1),,0Slot-TableInTableAndChairs,,,,,,,X,
PRESET,,,,,,,,0Slot-ChairAtTable1+1+1+1-1,,,,,,,,
PRESET,,,,,,,,0Slot-ChairAtTable1+1+1+1-2,,,,,,,,
PRESET,,,,,,,,0Slot-ChairAtTable1+1+1+1-3,,,,,,,,
PRESET,,,,,,,,0Slot-ChairAtTable1+1+1+1-4,,,,,,,,
PRESET,,"1SlotConfig --> FFESet
0Slot-TableInTableAndChairs
0Slot-ChairAtTable0+2+0+2-1
0Slot-ChairAtTable0+2+0+2-2
0Slot-ChairAtTable0+2+0+2-3
0Slot-ChairAtTable0+2+0+2-4",,1SlotConfig --> FFESet,,4 Chairs (0 + 2 + 2 + 0),,0Slot-TableInTableAndChairs,,,,,,,X,
PRESET,,,,,,,,0Slot-ChairAtTable0+2+0+2-1,,,,,,,,
PRESET,,,,,,,,0Slot-ChairAtTable0+2+0+2-2,,,,,,,,
PRESET,,,,,,,,0Slot-ChairAtTable0+2+0+2-3,,,,,,,,
PRESET,,,,,,,,0Slot-ChairAtTable0+2+0+2-4,,,,,,,,
