TYPENAME,,PartNonMesh,,Module,,,,,,,,,,,,,,,,
,,Definition,,,,,,,,,,,,,,,,,,
,,PropertyType,,PropertyName,,PropertyScope.Value,,,,,,,,,,,,,,
PROPERTY,,DisplayText,,Name,,Module.Name,,,,,,,,,,,,,,
,,Presets,,,,,,,,,,,,,,,,,,
TAGPATHS,DataType=GUID,GUID,DataType=ID,ID,DataType=MyCategoryPath,TG_MyNode+CategoryPath,DataType=Properties,Module.Name,DataType=Dimensions,Dimension,Value,DataType=Profile,Module.Profile,DataType=Material,AppliesToChannel,InnerMaterial,SurfaceMaterial,ColorTintVariation,ColorTint,
,,,,,,,,,,IconHeight,48in,,,,,,,,,
,,,,Assembly_2FlexDims1Fixed_PlanarPattern-Thickness-0.25in-Finish1-0RawMaterial-Glass-D6DAD8,,Assembly_2FlexDims1Fixed_PlanarPattern,,"1/4in, Glass, Slate",,Thickness,0.25in,,,,Finish1,0RawMaterial-Glass,,0,D6DAD8,
,,,,,,,,,,IconLength,64in,,,,,,,,,
,,,,,,,,,,IconHeight,48in,,,,,,,,,
,,,,Assembly_2FlexDims1Fixed_PlanarPattern-Thickness-1in-Finish1-0RawMaterial-Glass-D6DAD8,,Assembly_2FlexDims1Fixed_PlanarPattern,,"1in, Glass, Slate",,Thickness,1in,,,,Finish1,0RawMaterial-Glass,,0,D6DAD8,
,,,,,,,,,,IconLength,64in,,,,,,,,,
,,,,,,,,,,IconHeight,48in,,,,,,,,,
,,,,Assembly_2FlexDims1Fixed_PlanarPattern-Thickness-0.5in-Finish1-0RawMaterial-Air-FFFFFF,,Assembly_2FlexDims1Fixed_PlanarPattern,,"1/2in, Air",,Thickness,0.5in,,,,Finish1,0RawMaterial-Air,,0,FFFFFF,
,,,,,,,,,,IconLength,64in,,,,,,,,,
,,,,,,,,,,IconHeight,48in,,,,,,,,,
,,,,Assembly_2FlexDims1Fixed_PlanarPattern-Thickness-0.625in-Finish1-0RawMaterial-Air-FFFFFF,,Assembly_2FlexDims1Fixed_PlanarPattern,,"5/8in, Air",,Thickness,0.625in,,,,Finish1,0RawMaterial-Air,,0,FFFFFF,
,,,,,,,,,,IconLength,64in,,,,,,,,,
,,,,,,,,,,IconHeight,48in,,,,,,,,,
,,,,Assembly_2FlexDims1Fixed_PlanarPattern-Thickness-0.75in-Finish1-0RawMaterial-Air-FFFFFF,,Assembly_2FlexDims1Fixed_PlanarPattern,,"3/4in, Air",,Thickness,0.75in,,,,Finish1,0RawMaterial-Air,,0,FFFFFF,
,,,,,,,,,,IconLength,64in,,,,,,,,,
,,,,,,,,,,IconHeight,48in,,,,,,,,,
,,,,Assembly_2FlexDims1Fixed_PlanarPattern-Thickness-1in-Finish1-0RawMaterial-Air-FFFFFF,,Assembly_2FlexDims1Fixed_PlanarPattern,,"1in, Air",,Thickness,1in,,,,Finish1,0RawMaterial-Air,,0,FFFFFF,
,,,,,,,,,,IconLength,64in,,,,,,,,,
,,,,,,,,,,IconHeight,48in,,,,,,,,,
,,,,Assembly_2FlexDims1Fixed_PlanarPattern-Thickness-3in-Finish1-0RawMaterial-Air-FFFFFF,,Assembly_2FlexDims1Fixed_PlanarPattern,,"3in, Air",,Thickness,3in,,,,Finish1,0RawMaterial-Air,,0,FFFFFF,
,,,,,,,,,,IconLength,64in,,,,,,,,,
,,,,,,,,,,IconHeight,48in,,,,,,,,,
,,,,Assembly_2FlexDims1Fixed_PlanarPattern-Thickness-6in-Finish1-0RawMaterial-Air-FFFFFF,,Assembly_2FlexDims1Fixed_PlanarPattern,,"6in, Air",,Thickness,6in,,,,Finish1,0RawMaterial-Air,,0,FFFFFF,
,,,,,,,,,,IconLength,64in,,,,,,,,,
,,,,,,,,,,IconHeight,48in,,,,,,,,,
,,,,Assembly_2FlexDims1Fixed_PlanarPattern-Thickness-12in-Finish1-0RawMaterial-Air-FFFFFF,,Assembly_2FlexDims1Fixed_PlanarPattern,,"12in, Air",,Thickness,12in,,,,Finish1,0RawMaterial-Air,,0,FFFFFF,
,,,,,,,,,,IconLength,64in,,,,,,,,,
,,,,,,,,,,IconHeight,48in,,,,,,,,,
PRESET,,81D6E88E-B4C0-4C42-9DC2-C1AE2FBE26EC,,Part_1FlexDim2Fixed_ModuleLinear_Corrugated Plastic Sheet-Width-0.5in-Depth-0.5in-0Profile-Corrugated Plastic-Finish1-0RawMaterial-Plastic-EAEAEA,,Part_1FlexDim2Fixed_ModuleLinear_Corrugated Plastic Sheet,,Plastic Sheet Corrugation,,Width,0.5in,,0Profile-Corrugated Plastic,,Finish1,0RawMaterial-Plastic,,0,EAEAEA,
PRESET,,,,,,,,,,Depth,0.5in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,A922AC43-59AC-6549-87C7-F93096A7765D,,Part_1FlexDim2Fixed_ModuleLinear_Corrugated Steel Deck-Width-6in-Depth-1.5in-0Profile-Corrugated Steel-Finish1-0RawMaterial-Steel-EAEAEA,,Part_1FlexDim2Fixed_ModuleLinear_Corrugated Steel Deck,,Steel Deck Corrugation,,Width,6in,,0Profile-Corrugated Steel,,Finish1,0RawMaterial-Steel,,0,EAEAEA,
PRESET,,,,,,,,,,Depth,1.5in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,8F359B5B-29B2-E042-9AE7-6E4521EDCAA6,,Part_1FlexDim2Fixed_ModuleLinear_Steel C-Channel-Width-1.625in-Depth-1.625in-0Profile-Steel C-Stud-Finish1-0RawMaterial-Steel-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Steel C-Channel,,1 5/8in Steel C-Channel,,Width,1.625in,,0Profile-Steel C-Stud,,Finish1,0RawMaterial-Steel,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,1.625in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,4FA4288C-F1E8-A04C-8709-DCC4C08CE932,,Part_1FlexDim2Fixed_ModuleLinear_Steel C-Channel-Width-1.625in-Depth-2in-0Profile-Steel C-Stud-Finish1-0RawMaterial-Steel-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Steel C-Channel,,2in Steel C-Channel,,Width,1.625in,,0Profile-Steel C-Stud,,Finish1,0RawMaterial-Steel,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,2in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,298314ED-6EDD-724B-AD7B-67AC9058D8C2,,Part_1FlexDim2Fixed_ModuleLinear_Steel C-Channel-Width-1.625in-Depth-3.625in-0Profile-Steel C-Stud-Finish1-0RawMaterial-Steel-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Steel C-Channel,,3 5/8in Steel C-Channel,,Width,1.625in,,0Profile-Steel C-Stud,,Finish1,0RawMaterial-Steel,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,3.625in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,60BAE8C5-C8E7-6644-AE90-8F637DDCC2F7,,Part_1FlexDim2Fixed_ModuleLinear_Steel C-Channel-Width-1.625in-Depth-6in-0Profile-Steel C-Stud-Finish1-0RawMaterial-Steel-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Steel C-Channel,,6in Steel C-Channel,,Width,1.625in,,0Profile-Steel C-Stud,,Finish1,0RawMaterial-Steel,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,6in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,B725429C-99AA-1B4B-ADB2-5287B756C8D8,,Part_1FlexDim2Fixed_ModuleLinear_Steel C-H Channel-Width-1.5in-Depth-6in-0Profile-Steel C-H Stud-Finish1-0RawMaterial-Steel-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Steel C-H Channel,,6in Steel C-H Channel,,Width,1.5in,,0Profile-Steel C-H Stud,,Finish1,0RawMaterial-Steel,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,6in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,C3BF9140-C199-3C48-9D52-9DCEE1448B3C,,Part_1FlexDim2Fixed_ModuleLinear_Steel Hat Channel-Width-1.25in-Depth-0.875in-0Profile-Steel Hat Channel-Finish1-0RawMaterial-Steel-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Steel Hat Channel,,7/8in Steel Hat Channel,,Width,1.25in,,0Profile-Steel Hat Channel,,Finish1,0RawMaterial-Steel,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,0.875in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,6A10F201-C958-BE43-BC43-8B261843B232,,Part_1FlexDim2Fixed_ModuleLinear_Steel Web Joist-Width-3.5in-Depth-11.875in-0Profile-Solid Rectangle-Finish1-0RawMaterial-Steel-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Steel Web Joist,,12in Steel Web Joist,,Width,3.5in,,0Profile-Solid Rectangle,,Finish1,0RawMaterial-Steel,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,11.875in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,E4A2E3C1-F6FC-7A49-9815-B951B7031A07,,Part_1FlexDim2Fixed_ModuleLinear_Steel Z Channel-Width-2in-Depth-1.5in-0Profile-Steel Z Channel-Finish1-0RawMaterial-Steel-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Steel Z Channel,,1.5in Steel Z Channel,,Width,2in,,0Profile-Steel Z Channel,,Finish1,0RawMaterial-Steel,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,1.5in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,CC8CBEE4-A8DA-2B49-9718-9503AA90282E,,Part_1FlexDim2Fixed_ModuleLinear_Wood Lumber-Width-0.75in-Depth-0.75in-0Profile-Solid Rectangle-Finish1-0RawMaterial-Spruce-Pine-Fir-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Wood Lumber,,Typical 1x1,,Width,0.75in,,0Profile-Solid Rectangle,,Finish1,0RawMaterial-Spruce-Pine-Fir,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,0.75in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,A63FB8FC-4995-784F-AED6-A9555FC5D160,,Part_1FlexDim2Fixed_ModuleLinear_Wood Lumber-Width-1.5in-Depth-3.5in-0Profile-Solid Rectangle-Finish1-0RawMaterial-Spruce-Pine-Fir-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Wood Lumber,,Typical 2x4,,Width,1.5in,,0Profile-Solid Rectangle,,Finish1,0RawMaterial-Spruce-Pine-Fir,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,3.5in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,1B7B4631-DB85-5A4A-8A2D-B7610B8FCE04,,Part_1FlexDim2Fixed_ModuleLinear_Wood Lumber-Width-1.5in-Depth-5.5in-0Profile-Solid Rectangle-Finish1-0RawMaterial-Spruce-Pine-Fir-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Wood Lumber,,Typical 2x6,,Width,1.5in,,0Profile-Solid Rectangle,,Finish1,0RawMaterial-Spruce-Pine-Fir,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,5.5in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,EA5046D2-0BD7-3B4C-9C81-80A411751CAE,,Part_1FlexDim2Fixed_ModuleLinear_Wood Lumber-Width-1.5in-Depth-7.25in-0Profile-Solid Rectangle-Finish1-0RawMaterial-Spruce-Pine-Fir-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Wood Lumber,,Typical 2x8,,Width,1.5in,,0Profile-Solid Rectangle,,Finish1,0RawMaterial-Spruce-Pine-Fir,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,7.25in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,5891C10C-287E-DB47-BD59-5B339A2D837B,,Part_1FlexDim2Fixed_ModuleLinear_Wood Lumber-Width-1.5in-Depth-9.25in-0Profile-Solid Rectangle-Finish1-0RawMaterial-Spruce-Pine-Fir-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Wood Lumber,,Typical 2x10,,Width,1.5in,,0Profile-Solid Rectangle,,Finish1,0RawMaterial-Spruce-Pine-Fir,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,9.25in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,A489DF60-6EFF-4E49-99D1-4492E3C8DCC5,,Part_1FlexDim2Fixed_ModuleLinear_Wood Lumber-Width-1.5in-Depth-3.5in-0Profile-Solid Rectangle-Finish1-0RawMaterial-Wood Strands-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Wood Lumber,,Engineered Wood 2x4,,Width,1.5in,,0Profile-Solid Rectangle,,Finish1,0RawMaterial-Wood Strands,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,3.5in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,DBAA7B05-F890-E148-BCC6-C877EDAE5D80,,Part_1FlexDim2Fixed_ModuleLinear_Wood Lumber-Width-1.5in-Depth-7.25in-0Profile-Solid Rectangle-Finish1-0RawMaterial-Wood Strands-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Wood Lumber,,Engineered Wood 2x8,,Width,1.5in,,0Profile-Solid Rectangle,,Finish1,0RawMaterial-Wood Strands,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,7.25in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,AAE27365-3877-B74D-B7C1-B374F502C209,,Part_1FlexDim2Fixed_ModuleLinear_Wood Web Joist-Width-3.5in-Depth-11.875in-0Profile-Solid Rectangle-Finish1-0RawMaterial-Spruce-Pine-Fir-FFFFFF,,Part_1FlexDim2Fixed_ModuleLinear_Wood Web Joist,,12in Wood Web Joist,,Width,3.5in,,0Profile-Solid Rectangle,,Finish1,0RawMaterial-Spruce-Pine-Fir,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,11.875in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
PRESET,,90F77BEF-A698-6641-90B3-A8D4BB8A3A6E,,"Part_1FlexDim2Fixed_ModuleLinear_Wood-Chord, Steel-Web Joist-Width-3.5in-Depth-11.875in-0Profile-Solid Rectangle-Finish1-0RawMaterial-Spruce-Pine-Fir-FFFFFF",,"Part_1FlexDim2Fixed_ModuleLinear_Wood-Chord, Steel-Web Joist",,12in Wood-Chord Steel-Web Joist,,Width,3.5in,,0Profile-Solid Rectangle,,Finish1,0RawMaterial-Spruce-Pine-Fir,,0,FFFFFF,
PRESET,,,,,,,,,,Depth,11.875in,,,,,,,,,
PRESET,,,,,,,,,,IconLength,96in,,,,,,,,,
,,,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Concrete Rectangular-Diameter-6in-0Profile-Plate Section-Finish1-0RawMaterial-Concrete (Normal Aggregate)-D6D7D8,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Concrete Rectangular,,"6in, Concrete (Normal Aggregate)",,Diameter,6in,,0Profile-Plate Section,,Finish1,0RawMaterial-Concrete (Normal Aggregate),,0,D6D7D8,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Concrete Round-Diameter-12in-0Profile-Tube Steel-Finish1-0RawMaterial-Concrete (Normal Aggregate)-D6D7D8,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Concrete Round,,"12in, Concrete (Normal Aggregate)",,Diameter,12in,,0Profile-Tube Steel,,Finish1,0RawMaterial-Concrete (Normal Aggregate),,0,D6D7D8,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,"Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Steel C-Width-1.75in-Depth-5in-WebThickness-0.325in-FlangeThickness-0.32in-0Profile-Channel, C-Finish1-0RawMaterial-Steel-FFFFFF",,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Steel C,,"C5X9, Steel",,Width,1.75in,,"0Profile-Channel, C",,Finish1,0RawMaterial-Steel,,0,FFFFFF,
,,,,,,,,,,Depth,5in,,,,,,,,,
,,,,,,,,,,WebThickness,0.325in,,,,,,,,,
,,,,,,,,,,FlangeThickness,0.32in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,"Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Steel HSS-Width-10in-Depth-12in-Thickness-0.233in-0Profile-Hollow Structural Section, HSS-Finish1-0RawMaterial-Steel-FFFFFF",,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Steel HSS,,"HSS12X10X1/4, Steel",,Width,10in,,"0Profile-Hollow Structural Section, HSS",,Finish1,0RawMaterial-Steel,,0,FFFFFF,
,,,,,,,,,,Depth,12in,,,,,,,,,
,,,,,,,,,,Thickness,0.233in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,"Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Steel L-Width-4in-Depth-12in-WebThickness-0.28in-FlangeThickness-0.28in-0Profile-Angle, L-Finish1-0RawMaterial-Steel-FFFFFF",,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Steel L,,"HSS12X4X5/8, Steel",,Width,4in,,"0Profile-Angle, L",,Finish1,0RawMaterial-Steel,,0,FFFFFF,
,,,,,,,,,,Depth,12in,,,,,,,,,
,,,,,,,,,,WebThickness,0.28in,,,,,,,,,
,,,,,,,,,,FlangeThickness,0.28in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Steel Tube-Diameter-4.5in-Thickness-0.337in-0Profile-Tube Steel-Finish1-0RawMaterial-Steel-FFFFFF,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Steel Tube,,"D4X0.337, Steel",,Diameter,4.5in,,0Profile-Tube Steel,,Finish1,0RawMaterial-Steel,,0,FFFFFF,
,,,,,,,,,,Thickness,0.337in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,"Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Steel W-Width-11.2in-Depth-19.5in-WebThickness-1.32in-FlangeThickness-0.73in-0Profile-Wide Flange, W-Finish1-0RawMaterial-Steel-FFFFFF",,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Steel W,,"W18X143, Steel",,Width,11.2in,,"0Profile-Wide Flange, W",,Finish1,0RawMaterial-Steel,,0,FFFFFF,
,,,,,,,,,,Depth,19.5in,,,,,,,,,
,,,,,,,,,,WebThickness,1.32in,,,,,,,,,
,,,,,,,,,,FlangeThickness,0.73in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,"Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Steel WT-Width-12.9in-Depth-11.8in-WebThickness-0.505in-FlangeThickness-0.395in-0Profile-Tee, WT-Finish1-0RawMaterial-Steel-FFFFFF",,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Steel WT,,"WT12X27.5, Steel",,Width,12.9in,,"0Profile-Tee, WT",,Finish1,0RawMaterial-Steel,,0,FFFFFF,
,,,,,,,,,,Depth,11.8in,,,,,,,,,
,,,,,,,,,,WebThickness,0.505in,,,,,,,,,
,,,,,,,,,,FlangeThickness,0.395in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Stone Rectangular-Width-12in-Depth-12in-0Profile-Plate Section-Finish1-0RawMaterial-Basalt-FFFFFF,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Stone Rectangular,,"12in x 12in, Basalt",,Width,12in,,0Profile-Plate Section,,Finish1,0RawMaterial-Basalt,,0.05,FFFFFF,
,,,,,,,,,,Depth,12in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Stone Round-Diameter-12in-0Profile-Tube Steel-Finish1-0RawMaterial-Granite (Grey 1)-FFFFFF,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Stone Round,,"12in, Granite (Black 1)",,Diameter,12in,,0Profile-Tube Steel,,Finish1,0RawMaterial-Granite (Grey 1),,0.05,FFFFFF,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Wood Rectangular-Width-8in-Depth-8in-0Profile-Plate Section-Finish1-0RawMaterial-Oak (White)-FFFFFF,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Wood Rectangular,,"8in x 8in, Oak (White)",,Width,8in,,0Profile-Plate Section,,Finish1,0RawMaterial-Oak (White),,0.05,FFFFFF,
,,,,,,,,,,Depth,8in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Wood Round-Diameter-8in-0Profile-Tube Steel-Finish1-0RawMaterial-Cedar (Western Red)-FFFFFF,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Wood Round,,"8in, Cedar (White)",,Diameter,8in,,0Profile-Tube Steel,,Finish1,0RawMaterial-Cedar (Western Red),,0.05,FFFFFF,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Wood Round-Diameter-12in-0Profile-Tube Steel-Finish1-0RawMaterial-Oak (Red)-FFFFFF,,Part_1FlexDim2Fixed_ExtrudedProfile_BeamColumn_Wood Round,,"12in, Oak (Red)",,Diameter,12in,,0Profile-Tube Steel,,Finish1,0RawMaterial-Oak (Red),,0.05,FFFFFF,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,Part_1FlexDim2Fixed_ExtrudedProfile_Mullion-Width-2in-Depth-3in-0Profile-Rectangular Mullion-Finish1-0RawMaterial-Aluminum-FFFFFF,,Part_1FlexDim2Fixed_ExtrudedProfile_Mullion,,"2in x 3in, Aluminum, Pure White",,Width,2in,,0Profile-Rectangular Mullion,,Finish1,0RawMaterial-Aluminum,,0,FFFFFF,
,,,,,,,,,,Depth,3in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,Part_1FlexDim2Fixed_ExtrudedProfile_Mullion-Width-2in-Depth-4in-0Profile-Rectangular Mullion-Finish1-0RawMaterial-Aluminum-FFFFFF,,Part_1FlexDim2Fixed_ExtrudedProfile_Mullion,,"2in x 4in, Aluminum, Light Gray",,Width,2in,,0Profile-Rectangular Mullion,,Finish1,0RawMaterial-Aluminum,,0,FFFFFF,
,,,,,,,,,,Depth,4in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,Part_1FlexDim2Fixed_ExtrudedProfile_Mullion-Width-2in-Depth-6in-0Profile-Rectangular Mullion-Finish1-0RawMaterial-Aluminum-FFFFFF,,Part_1FlexDim2Fixed_ExtrudedProfile_Mullion,,"2in x 6in, Aluminum, Sandstone",,Width,2in,,0Profile-Rectangular Mullion,,Finish1,0RawMaterial-Aluminum,,0,FFFFFF,
,,,,,,,,,,Depth,6in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,"Part_1FlexDim2Fixed_ExtrudedProfile_Stringer-Width-7in-Depth-7in-Thickness-0.233-0Profile-Hollow Structural Section, HSS-Finish1-0RawMaterial-Steel-FFFFFF",,Part_1FlexDim2Fixed_ExtrudedProfile_Stringer,,"HSS7X7X1/4, Steel",,Width,7in,,"0Profile-Hollow Structural Section, HSS",,Finish1,0RawMaterial-Steel,,0,FFFFFF,
,,,,,,,,,,Depth,7in,,,,,,,,,
,,,,,,,,,,Thickness,0.233,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,"Part_1FlexDim2Fixed_ExtrudedProfile_Stringer-Width-3in-Depth-7in-Thickness-0.465in-0Profile-Hollow Structural Section, HSS-Finish1-0RawMaterial-Steel-FFFFFF",,Part_1FlexDim2Fixed_ExtrudedProfile_Stringer,,"HSS7X3X1/2, Tin, Pure White",,Width,3in,,"0Profile-Hollow Structural Section, HSS",,Finish1,0RawMaterial-Steel,,0,FFFFFF,
,,,,,,,,,,Depth,7in,,,,,,,,,
,,,,,,,,,,Thickness,0.465in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,"Part_1FlexDim2Fixed_ExtrudedProfile_Trim_FloorMoulding-Width-3.5in-Depth-0.625in-0Profile-Colonial Base, 3 1/2""-Finish1-0RawMaterial-Paint-F3F1ED",,Part_1FlexDim2Fixed_ExtrudedProfile_Trim_FloorMoulding,,"3.5in x .625in, Paint, Gentle White",,Width,3.5in,,"0Profile-Colonial Base, 3 1/2""",,Finish1,0RawMaterial-Paint,,0,F3F1ED,
,,,,,,,,,,Depth,0.625in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,"Part_1FlexDim2Fixed_ExtrudedProfile_Trim_FloorMoulding-Width-5.5in-Depth-0.625in-0Profile-Colonial Base, 5 1/4""-Finish1-0RawMaterial-Paint-C4C4C4",,Part_1FlexDim2Fixed_ExtrudedProfile_Trim_FloorMoulding,,"5.25in x .625in, Paint, Grey",,Width,5.5in,,"0Profile-Colonial Base, 5 1/4""",,Finish1,0RawMaterial-Paint,,0,C4C4C4,
,,,,,,,,,,Depth,0.625in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,"Part_1FlexDim2Fixed_ExtrudedProfile_Trim_FloorMoulding-Width-4in-Depth-0.625in-0Profile-Cove, 4""-Finish1-0RawMaterial-Paint-F3F1ED",,Part_1FlexDim2Fixed_ExtrudedProfile_Trim_FloorMoulding,,"4in x .625in, Paint, Gentle White",,Width,4in,,"0Profile-Cove, 4""",,Finish1,0RawMaterial-Paint,,0,F3F1ED,
,,,,,,,,,,Depth,0.625in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,"Part_1FlexDim2Fixed_ExtrudedProfile_Trim_FloorMoulding-Width-6in-Depth-0.625in-0Profile-Cove, 6""-Finish1-0RawMaterial-Paint-C4C4C4",,Part_1FlexDim2Fixed_ExtrudedProfile_Trim_FloorMoulding,,"6in x .625in, Paint, Grey",,Width,6in,,"0Profile-Cove, 6""",,Finish1,0RawMaterial-Paint,,0,C4C4C4,
,,,,,,,,,,Depth,0.625in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
,,,,"Part_1FlexDim2Fixed_ExtrudedProfile_Trim_FloorMoulding-Width-5.25in-Depth-0.5625in-0Profile-Victorian, 5 1/4""-Finish1-0RawMaterial-Paint-F3F1ED",,Part_1FlexDim2Fixed_ExtrudedProfile_Trim_FloorMoulding,,"5.25in x .5625in, Paint, Gentle White",,Width,5.25in,,"0Profile-Victorian, 5 1/4""",,Finish1,0RawMaterial-Paint,,0,F3F1ED,
,,,,,,,,,,Depth,0.5625in,,,,,,,,,
,,,,,,,,,,IconLength,48in,,,,,,,,,
