TYPENAME,,2Layer0D,,Layer,,,,,,,,,,,,,,,,,
PRESET,,"Assembly_Layer
1Material_Aggregates_Concrete-0RawMaterial-Concrete (Normal Aggregate)-0Color_Aggregates_Concrete-D6D7D8-Natural
0DimThk-12inT",,Assembly_Layer,,"12in, Concrete (Normal Aggregate), Natural",,1Material_Aggregates_Concrete-0RawMaterial-Concrete (Normal Aggregate)-0Color_Aggregates_Concrete-D6D7D8-Natural,0DimThk-12inT,,X,X,X,X,,,,,,,
PRESET,,"Assembly_Layer
1Material_Aggregates_Concrete-0RawMaterial-Concrete (Normal Aggregate)-0Color_Aggregates_Concrete-D6D7D8-Natural
0DimThk-16inT",,Assembly_Layer,,"16in, Concrete (Normal Aggregate), Natural",,1Material_Aggregates_Concrete-0RawMaterial-Concrete (Normal Aggregate)-0Color_Aggregates_Concrete-D6D7D8-Natural,0DimThk-16inT,,X,X,X,X,,,,,,,
PRESET,,"Assembly_Layer
1Material_Aggregates_Concrete-0RawMaterial-Concrete (Normal Aggregate)-0Color_Aggregates_Concrete-D6D7D8-Natural
0DimThk-20inT",,Assembly_Layer,,"20in, Concrete (Normal Aggregate), Natural",,1Material_Aggregates_Concrete-0RawMaterial-Concrete (Normal Aggregate)-0Color_Aggregates_Concrete-D6D7D8-Natural,0DimThk-20inT,,X,X,X,X,,,,,,,
PRESET,,"Assembly_Layer
1Material_Aggregates_Concrete-0RawMaterial-Concrete (Normal Aggregate)-0Color_Aggregates_Concrete-D6D7D8-Natural
0DimThk-6inT",,Assembly_Layer,,"6in, Concrete (Normal Aggregate), Natural",,1Material_Aggregates_Concrete-0RawMaterial-Concrete (Normal Aggregate)-0Color_Aggregates_Concrete-D6D7D8-Natural,0DimThk-6inT,,X,X,X,X,,,,,,,
PRESET,,"Assembly_Layer
1Material_Wood_Spruce-Pine-Fir-0RawMaterial-Spruce-Pine-Fir-0Color_Wood_Spruce-Pine-Fir-FFFFFF-Natural
0DimThk-4.125inT",,Assembly_Layer,,"4-1/8in, Spruce-Pine-Fir, Natural",,1Material_Wood_Spruce-Pine-Fir-0RawMaterial-Spruce-Pine-Fir-0Color_Wood_Spruce-Pine-Fir-FFFFFF-Natural,0DimThk-4.125inT,,X,X,X,X,,,,,,,
PRESET,,"Assembly_Layer
1Material_Aggregates_Rammed Earth-0RawMaterial-Rammed Earth-0Color_Abstract-FFFFFF-White
0DimThk-30cmT",,Assembly_Layer,,"30cm, Rammed Earth, White",,1Material_Aggregates_Rammed Earth-0RawMaterial-Rammed Earth-0Color_Abstract-FFFFFF-White,0DimThk-30cmT,,X,X,X,X,,,,,,,
PRESET,,"Assembly_Layer
1Material_Aggregates_Terrazzo-0RawMaterial-Terrazzo (Beige)-0Color_Abstract-FFFFFF-White
0DimThk-1inT",,Assembly_Layer,,"1in, Terrazzo (Beige), White",,1Material_Aggregates_Terrazzo-0RawMaterial-Terrazzo (Beige)-0Color_Abstract-FFFFFF-White,0DimThk-1inT,,,,,,,,X,,,,
PRESET,,"Assembly_Layer
1Material_Stone_Granite-0RawMaterial-Granite (Black 1)-0Color_Abstract-FFFFFF-White
0DimThk-1.25inT",,Assembly_Layer,,"1-1/4in, Granite (Black 1), White",,1Material_Stone_Granite-0RawMaterial-Granite (Black 1)-0Color_Abstract-FFFFFF-White,0DimThk-1.25inT,,,,,,,,X,,,,
PRESET,,"Assembly_Layer
1Material_Stone_Granite-0RawMaterial-Granite (Black 2)-0Color_Abstract-FFFFFF-White
0DimThk-2inT",,Assembly_Layer,,"2in, Granite (Black 2), White",,1Material_Stone_Granite-0RawMaterial-Granite (Black 2)-0Color_Abstract-FFFFFF-White,0DimThk-2inT,,,,,,,,X,,,,
PRESET,,"Assembly_Layer
1Material_Stone_Marble-0RawMaterial-Marble (Black 1)-0Color_Abstract-FFFFFF-White
0DimThk-2inT",,Assembly_Layer,,"2in, Marble (Black 1), White",,1Material_Stone_Marble-0RawMaterial-Marble (Black 1)-0Color_Abstract-FFFFFF-White,0DimThk-2inT,,,,,,,,X,,,,
PRESET,,"Assembly_Layer
1Material_Aggregates_Asphalt-0RawMaterial-Asphalt-0Color_Aggregates_Asphalt-594D41-Barkwood
0DimThk-0.0625inT",,Assembly_Layer,,"1/16in, Asphalt, Barkwood",,1Material_Aggregates_Asphalt-0RawMaterial-Asphalt-0Color_Aggregates_Asphalt-594D41-Barkwood,0DimThk-0.0625inT,,X,X,X,X,,X,,,,,
PRESET,,"Assembly_Layer
1Material_Synthetic and Polymer_Plastic-0RawMaterial-Plastic-0Color_Abstract-6B6B6B-Gray6
0DimThk-0.0625inT",,Assembly_Layer,,"1/16in, Plastic, Gray 6",,1Material_Synthetic and Polymer_Plastic-0RawMaterial-Plastic-0Color_Abstract-6B6B6B-Gray6,0DimThk-0.0625inT,,X,X,X,X,,,,,,,
PRESET,,"Assembly_Layer
1Material_Synthetic and Polymer_Plastic-0RawMaterial-Plastic-0Color_Abstract-6B6B6B-Gray6
0DimThk-0.0625inT",,Assembly_Layer,,"1/16in, Plastic, Gray 6",,1Material_Synthetic and Polymer_Plastic-0RawMaterial-Plastic-0Color_Abstract-6B6B6B-Gray6,0DimThk-0.0625inT,,X,X,X,X,,,,,,,
PRESET,,"Assembly_Layer
1Material_Synthetic and Polymer_Plastic-0RawMaterial-Plastic-0Color_Abstract-6B6B6B-Gray6
0DimThk-0.0625inT",,Assembly_Layer,,"1/16in, Plastic, Gray 6",,1Material_Synthetic and Polymer_Plastic-0RawMaterial-Plastic-0Color_Abstract-6B6B6B-Gray6,0DimThk-0.0625inT,,X,X,X,X,,,,,,,
PRESET,,"Assembly_Layer
1Material_Synthetic and Polymer_Plastic-0RawMaterial-Plastic-0Color_Abstract-6B6B6B-Gray6
0DimThk-0.0625inT",,Assembly_Layer,,"1/16in, Plastic, Gray 6",,1Material_Synthetic and Polymer_Plastic-0RawMaterial-Plastic-0Color_Abstract-6B6B6B-Gray6,0DimThk-0.0625inT,,X,X,X,X,,,,,,,
PRESET,,"Assembly_Layer
1Material_Synthetic and Polymer_Plastic-0RawMaterial-Plastic-0Color_Abstract-6B6B6B-Gray6
0DimThk-0.0625inT",,Assembly_Layer,,"1/16in, Plastic, Gray 6",,1Material_Synthetic and Polymer_Plastic-0RawMaterial-Plastic-0Color_Abstract-6B6B6B-Gray6,0DimThk-0.0625inT,,,,,,,,,,,,
PRESET,,"Assembly_Layer
1Material_Fabric and Upholstery_Carpet-0RawMaterial-Carpet (Medium Profile)-0Color_Fabric and Upholstery_Carpet-E9EAE6-White
0DimThk-0.5inT",,Assembly_Layer,,"1/2in, Carpet (Medium Profile), White",,1Material_Fabric and Upholstery_Carpet-0RawMaterial-Carpet (Medium Profile)-0Color_Fabric and Upholstery_Carpet-E9EAE6-White,0DimThk-0.5inT,,,,,,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Fibrous_Cork-0RawMaterial-Cork-0Color_Fibrous_Cork-FFFFFF-Natural
0DimThk-0.125inT",,Assembly_Layer,,"1/8in, Cork, Natural",,1Material_Fibrous_Cork-0RawMaterial-Cork-0Color_Fibrous_Cork-FFFFFF-Natural,0DimThk-0.125inT,,,,,,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Fabric and Upholstery_Felt-0RawMaterial-Felt-0Color_Fabric and Upholstery_Felt-44443C-WeatheredBrown
0DimThk-5mmT",,Assembly_Layer,,"5mm, Felt, Weathered Brown",,1Material_Fabric and Upholstery_Felt-0RawMaterial-Felt-0Color_Fabric and Upholstery_Felt-44443C-WeatheredBrown,0DimThk-5mmT,,,,,,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Synthetic and Polymer_Foam - Extruded Polystyrene-0RawMaterial-Foam (Extruded Polystyrene)-0Color_Synthetic and Polymer_Foam - Extruded Polystyrene-FAF1D0-Yellow
0DimThk-0.1875inT",,Assembly_Layer,,"3/16in, Foam (Extruded Polystyrene), Yellow",,1Material_Synthetic and Polymer_Foam - Extruded Polystyrene-0RawMaterial-Foam (Extruded Polystyrene)-0Color_Synthetic and Polymer_Foam - Extruded Polystyrene-FAF1D0-Yellow,0DimThk-0.1875inT,,,,,,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Metal_Aluminum-0RawMaterial-Aluminum-0Color_Metal_Aluminum-F4F3D7-Birch
0DimThk-0.125inT",,Assembly_Layer,,"1/8in, Aluminum, Birch",,1Material_Metal_Aluminum-0RawMaterial-Aluminum-0Color_Metal_Aluminum-F4F3D7-Birch,0DimThk-0.125inT,,X,X,X,X,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Synthetic and Polymer_Plastic-0RawMaterial-Plastic-0Color_Abstract-6B6B6B-Gray6
0DimThk-0.09375inT",,Assembly_Layer,,"3/32in, Plastic, Gray 6",,1Material_Synthetic and Polymer_Plastic-0RawMaterial-Plastic-0Color_Abstract-6B6B6B-Gray6,0DimThk-0.09375inT,,X,X,X,X,,,,,,,
PRESET,,"Assembly_Layer
1Material_Synthetic and Polymer_Plastic-0RawMaterial-Plastic-0Color_Abstract-6B6B6B-Gray6
0DimThk-0.0625inT",,Assembly_Layer,,"1/16in, Plastic, Gray 6",,1Material_Synthetic and Polymer_Plastic-0RawMaterial-Plastic-0Color_Abstract-6B6B6B-Gray6,0DimThk-0.0625inT,,,,,,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Aggregates_Gypsum-0RawMaterial-Gypsum-0Color_Aggregates_Gypsum-D6D7D1-Natural
0DimThk-0.03125inT",,Assembly_Layer,,"1/32in, Gypsum, Natural",,1Material_Aggregates_Gypsum-0RawMaterial-Gypsum-0Color_Aggregates_Gypsum-D6D7D1-Natural,0DimThk-0.03125inT,,,,,,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Aggregates_Gravel-0RawMaterial-Gravel-0Color_Aggregates_Gravel-FFFFFF-White
0DimThk-2inT",,Assembly_Layer,,"2in, Gravel, White",,1Material_Aggregates_Gravel-0RawMaterial-Gravel-0Color_Aggregates_Gravel-FFFFFF-White,0DimThk-2inT,,,X,X,,X,,,,,,X
PRESET,,"Assembly_Layer
1Material_Aggregates_Gravel-0RawMaterial-Gravel-0Color_Aggregates_Gravel-FFFFFF-White
0DimThk-3inT",,Assembly_Layer,,"3in, Gravel, White",,1Material_Aggregates_Gravel-0RawMaterial-Gravel-0Color_Aggregates_Gravel-FFFFFF-White,0DimThk-3inT,,,X,X,,X,,,,,,X
PRESET,,"Assembly_Layer
1Material_Sitework_Grass-0RawMaterial-Grass-0Color_Abstract-FFFFFF-White
0DimThk-3inT",,Assembly_Layer,,"3in, Grass, White",,1Material_Sitework_Grass-0RawMaterial-Grass-0Color_Abstract-FFFFFF-White,0DimThk-3inT,,,X,X,,,,,,,,X
PRESET,,"Assembly_Layer
1Material_Aggregates_Decomposed Granite-0RawMaterial-Decomposed Granite-0Color_Aggregates_Decomposed Granite-CCCCCC-LightGray
0DimThk-2inT",,Assembly_Layer,,"2in, Decomposed Granite, Light Gray",,1Material_Aggregates_Decomposed Granite-0RawMaterial-Decomposed Granite-0Color_Aggregates_Decomposed Granite-CCCCCC-LightGray,0DimThk-2inT,,,X,X,,X,,,,,,X
PRESET,,"Assembly_Layer
1Material_Aggregates_Sand-0RawMaterial-Sand-0Color_Abstract-FFFFFF-White
0DimThk-3inT",,Assembly_Layer,,"3in, Sand, White",,1Material_Aggregates_Sand-0RawMaterial-Sand-0Color_Abstract-FFFFFF-White,0DimThk-3inT,,,X,X,X,X,,,,,,X
PRESET,,"Assembly_Layer
1Material_Sitework_Soil-0RawMaterial-Soil-0Color_Abstract-FFFFFF-White
0DimThk-6inT",,Assembly_Layer,,"6in, Soil, White",,1Material_Sitework_Soil-0RawMaterial-Soil-0Color_Abstract-FFFFFF-White,0DimThk-6inT,,,X,X,,,,,,,,X
PRESET,,"Assembly_Layer
1Material_Aggregates_Asphalt-0RawMaterial-Asphalt-0Color_Aggregates_Asphalt-6B6758-Olive
0DimThk-12inT",,Assembly_Layer,,"12in, Asphalt, Olive",,1Material_Aggregates_Asphalt-0RawMaterial-Asphalt-0Color_Aggregates_Asphalt-6B6758-Olive,0DimThk-12inT,,X,X,X,X,,,,,,,
PRESET,,"Assembly_Layer
1Material_Spread_Plaster-0RawMaterial-Plaster-0Color_Spread_Plaster-F7EBDB-Shell
0DimThk-0.375inT",,Assembly_Layer,,"3/8in, Plaster, Shell",,1Material_Spread_Plaster-0RawMaterial-Plaster-0Color_Spread_Plaster-F7EBDB-Shell,0DimThk-0.375inT,,,,,,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Aggregates_Joint Compound-0RawMaterial-Joint Compound-0Color_Aggregates_Gypsum-D6D7D1-Natural
0DimThk-0.03125inT",,Assembly_Layer,,"1/32in, Joint Compound, Natural",,1Material_Aggregates_Joint Compound-0RawMaterial-Joint Compound-0Color_Aggregates_Gypsum-D6D7D1-Natural,0DimThk-0.03125inT,,X,X,X,X,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Spread_Paint-0RawMaterial-Paint-0Color_Spread_Paint-F3F1ED-GentleWhite
0DimThk-0.02inT",,Assembly_Layer,,"Typical Coat (1/50in), Paint, Gentle White",,1Material_Spread_Paint-0RawMaterial-Paint-0Color_Spread_Paint-F3F1ED-GentleWhite,0DimThk-0.02inT,,,,,,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Spread_Paint-0RawMaterial-Paint-0Color_Spread_Paint-C4C4C4-Grey
0DimThk-0.02inT",,Assembly_Layer,,"Typical Coat (1/50in), Paint, Grey",,1Material_Spread_Paint-0RawMaterial-Paint-0Color_Spread_Paint-C4C4C4-Grey,0DimThk-0.02inT,,,,,,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Spread_Paint-0RawMaterial-Paint-0Color_Spread_Paint-262527-Midnight
0DimThk-0.02inT",,Assembly_Layer,,"Typical Coat (1/50in), Paint, Midnight",,1Material_Spread_Paint-0RawMaterial-Paint-0Color_Spread_Paint-262527-Midnight,0DimThk-0.02inT,,,,,,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Aggregates_Concrete-0RawMaterial-Concrete (Fine Aggregate)-0Color_Aggregates_Concrete-AC998D-Maple
0DimThk-0.5inT",,Assembly_Layer,,"1/2in, Concrete (Fine Aggregate), Maple",,1Material_Aggregates_Concrete-0RawMaterial-Concrete (Fine Aggregate)-0Color_Aggregates_Concrete-AC998D-Maple,0DimThk-0.5inT,,,,,,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Aggregates_Concrete-0RawMaterial-Concrete (Fine Aggregate)-0Color_Aggregates_Concrete-ABA283-Olive
0DimThk-0.75inT",,Assembly_Layer,,"3/4in, Concrete (Fine Aggregate), Olive",,1Material_Aggregates_Concrete-0RawMaterial-Concrete (Fine Aggregate)-0Color_Aggregates_Concrete-ABA283-Olive,0DimThk-0.75inT,,,,,,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Aggregates_Mortar-0RawMaterial-Mortar-0Color_Aggregates_Mortar-C6C6C6-Natural
0DimThk-0.25inT",,Assembly_Layer,,"1/4in, Mortar, Natural",,1Material_Aggregates_Mortar-0RawMaterial-Mortar-0Color_Aggregates_Mortar-C6C6C6-Natural,0DimThk-0.25inT,,,,,,X,,,,,,
PRESET,,"Assembly_Layer
1Material_Glass and Transparent_Glass-0RawMaterial-Glass-0Color_Glass and Transparent_Glass-F2F2F2-Untinted
0DimThk-0.09375inT",,Assembly_Layer,,"3/32in, Glass, Untinted",,1Material_Glass and Transparent_Glass-0RawMaterial-Glass-0Color_Glass and Transparent_Glass-F2F2F2-Untinted,0DimThk-0.09375inT,,,,,,,X,,X,X,,
PRESET,,"Assembly_Layer
1Material_Glass and Transparent_Glass-0RawMaterial-Glass-0Color_Glass and Transparent_Glass-F2F2F2-Untinted
0DimThk-0.125inT",,Assembly_Layer,,"1/8in, Glass, Untinted",,1Material_Glass and Transparent_Glass-0RawMaterial-Glass-0Color_Glass and Transparent_Glass-F2F2F2-Untinted,0DimThk-0.125inT,,,,,,,X,,X,X,,
PRESET,,"Assembly_Layer
1Material_Glass and Transparent_Glass-0RawMaterial-Glass-0Color_Glass and Transparent_Glass-D6DADB-Slate
0DimThk-0.125inT",,Assembly_Layer,,"1/8in, Glass, Slate",,1Material_Glass and Transparent_Glass-0RawMaterial-Glass-0Color_Glass and Transparent_Glass-D6DADB-Slate,0DimThk-0.125inT,,,,,,,X,,X,X,,
PRESET,,"Assembly_Layer
1Material_Glass and Transparent_Glass-0RawMaterial-Glass-0Color_Glass and Transparent_Glass-D6DADB-Slate
0DimThk-0.25inT",,Assembly_Layer,,"1/4in, Glass, Slate",,1Material_Glass and Transparent_Glass-0RawMaterial-Glass-0Color_Glass and Transparent_Glass-D6DADB-Slate,0DimThk-0.25inT,,,,,,,X,,X,X,,
PRESET,,"Assembly_Layer
1Material_Glass and Transparent_Glass-0RawMaterial-Glass-0Color_Glass and Transparent_Glass-D6DADB-Slate
0DimThk-1inT",,Assembly_Layer,,"1in, Glass, Slate",,1Material_Glass and Transparent_Glass-0RawMaterial-Glass-0Color_Glass and Transparent_Glass-D6DADB-Slate,0DimThk-1inT,,,,,,,X,,X,X,,
PRESET,,"Assembly_Layer
1Material_Glass and Transparent_Air-0RawMaterial-Air-0Color_Glass and Transparent_Air-FFFFFF-Clear
0DimThk-0.5inT",,Assembly_Layer,,"1/2in, Air, Clear",,1Material_Glass and Transparent_Air-0RawMaterial-Air-0Color_Glass and Transparent_Air-FFFFFF-Clear,0DimThk-0.5inT,,X,,,,,X,,,,,
PRESET,,"Assembly_Layer
1Material_Glass and Transparent_Air-0RawMaterial-Air-0Color_Glass and Transparent_Air-FFFFFF-Clear
0DimThk-0.625inT",,Assembly_Layer,,"5/8in, Air, Clear",,1Material_Glass and Transparent_Air-0RawMaterial-Air-0Color_Glass and Transparent_Air-FFFFFF-Clear,0DimThk-0.625inT,,X,,,,,X,,,,,
PRESET,,"Assembly_Layer
1Material_Glass and Transparent_Air-0RawMaterial-Air-0Color_Glass and Transparent_Air-FFFFFF-Clear
0DimThk-0.75inT",,Assembly_Layer,,"3/4in, Air, Clear",,1Material_Glass and Transparent_Air-0RawMaterial-Air-0Color_Glass and Transparent_Air-FFFFFF-Clear,0DimThk-0.75inT,,X,,,,,X,,,,,
PRESET,,"Assembly_Layer
1Material_Glass and Transparent_Air-0RawMaterial-Air-0Color_Glass and Transparent_Air-FFFFFF-Clear
0DimThk-1inT",,Assembly_Layer,,"1in, Air, Clear",,1Material_Glass and Transparent_Air-0RawMaterial-Air-0Color_Glass and Transparent_Air-FFFFFF-Clear,0DimThk-1inT,,X,,,,,X,,,,,
PRESET,,"Assembly_Layer
1Material_Glass and Transparent_Air-0RawMaterial-Air-0Color_Glass and Transparent_Air-FFFFFF-Clear
0DimThk-3inT",,Assembly_Layer,,"3in, Air, Clear",,1Material_Glass and Transparent_Air-0RawMaterial-Air-0Color_Glass and Transparent_Air-FFFFFF-Clear,0DimThk-3inT,,X,,,,,X,,,,,
PRESET,,"Assembly_Layer
1Material_Glass and Transparent_Air-0RawMaterial-Air-0Color_Glass and Transparent_Air-FFFFFF-Clear
0DimThk-6inT",,Assembly_Layer,,"6in, Air, Clear",,1Material_Glass and Transparent_Air-0RawMaterial-Air-0Color_Glass and Transparent_Air-FFFFFF-Clear,0DimThk-6inT,,X,,,,,X,,,,,
PRESET,,"Assembly_Layer
1Material_Glass and Transparent_Air-0RawMaterial-Air-0Color_Glass and Transparent_Air-FFFFFF-Clear
0DimThk-12inT",,Assembly_Layer,,"12in, Air, Clear",,1Material_Glass and Transparent_Air-0RawMaterial-Air-0Color_Glass and Transparent_Air-FFFFFF-Clear,0DimThk-12inT,,X,,,,,X,,,,,
